volume_id,volume_title,doc_id,doc_number,title,opener,date_guess,url,local_html,local_txt,hit_type,matched_terms,excerpt
frus1944v06,"Foreign Relations of the United States, Diplomatic Papers, 1944, China, Volume VI",d414,414,The Ambassador in China (Gauss) to the Secretary of State,"No. 2900 Chungking , August 23, 1944. [Received September 7.]","August 23, 1944",https://history.state.gov/historicaldocuments/frus1944v06/d414,/Users/cheer/Documents/New project/data/frus_meng/documents/frus1944v06/d414.html,/Users/cheer/Documents/New project/data/frus_meng/documents/frus1944v06/d414.txt,direct_org,Democratic League; Lo Lung-chi,"States and Great Britain assisted the Chungking Government the Soviet Union would actively and openly support the coalition movement; but that if the United States and Great Britain adopted a “neutral attitude” the Soviet Union would follow the same policy. Mr. Sprouse cited Mr. Lo Lung-chi, a leader of the so-called “Democratic League”, as asserting that the movement is a revolution for reform of government, the aims of which are formation of a representative democratic government, prosecution of the war against Japan, and the granting of freedom of speech, press, --- ungking Government the Soviet Union would actively and openly support the coalition movement; but that if the United States and Great Britain adopted a “neutral attitude” the Soviet Union would follow the same policy. Mr. Sprouse cited Mr. Lo Lung-chi, a leader of the so-called “Democratic League”, as asserting that the movement is a revolution for reform of government, the aims of which are formation of a representative democratic government, prosecution of the war against Japan, and the granting of freedom of speech, press, assembly and organization; and as stating tha"
frus1944v06,"Foreign Relations of the United States, Diplomatic Papers, 1944, China, Volume VI",d421,421,The Consul General at Kunming (Langdon) to the Ambassador in China (Gauss),"No. 38 Kunming , August 31, 1944.","August 31, 1944",https://history.state.gov/historicaldocuments/frus1944v06/d421,/Users/cheer/Documents/New project/data/frus_meng/documents/frus1944v06/d421.html,/Users/cheer/Documents/New project/data/frus_meng/documents/frus1944v06/d421.txt,direct_org,Federation of Chinese Democratic Parties,"f the existence of an under cover “democratic movement” among the students of National Southwest Associated University, which will reportedly take some kind of public action, though not of a drastic nature, within the next two months. This movement is said to be supported by the Federation of Chinese Democratic Parties. Students are less apathetic than during 1943, but although there is more dissatisfaction among students than during the days of Peking student movements the unrest is not expected to result in the public demonstrations which marked the former student movements. Fear of the Cent"
frus1944v06,"Foreign Relations of the United States, Diplomatic Papers, 1944, China, Volume VI",d445,445,The Ambassador in China (Gauss) to the Secretary of State,"No. 2991 Chungking , September 22, 1944. [Received October 25.]","September 22, 1944",https://history.state.gov/historicaldocuments/frus1944v06/d445,/Users/cheer/Documents/New project/data/frus_meng/documents/frus1944v06/d445.html,/Users/cheer/Documents/New project/data/frus_meng/documents/frus1944v06/d445.txt,direct_org,Democratic League; Lo Lung-chi,"e Secretary of State No. 2991 Chungking , September 22, 1944. [Received October 25.] Sir : With reference to the Kunming Consulate General’s despatch no. 51, July 14, 1944, and the Embassy’s despatch no. 2900, August 23, 1944, in regard to the activities of the Democratic League (formerly known as the Federation of Democratic Parties) and other elements in opposition to the National Government and the Kuomintang, I have the honor to enclose a copy of a letter dated September 13, 1944, received from Consul Philip D. Sprouse at Kunming, transmitting a tra --- rties) and other elements in opposition to the National Government and the Kuomintang, I have the honor to enclose a copy of a letter dated September 13, 1944, received from Consul Philip D. Sprouse at Kunming, transmitting a translation of the “Draft Political Principles of the Democratic League.” 86 Mr. Sprouse states that the Draft was prepared by Dr. Lo Lung-chi (See Embassy’s despatch no. 2797, July 22, 1944 86a for a biographical despatch [ sketch ] of Dr. Lo) and that it represents the ideas of the group of League members at Kunming. Mr. Sprouse suggests that --- tang, I have the honor to enclose a copy of a letter dated September 13, 1944, received from Consul Philip D. Sprouse at Kunming, transmitting a translation of the “Draft Political Principles of the Democratic League.” 86 Mr. Sprouse states that the Draft was prepared by Dr. Lo Lung-chi (See Embassy’s despatch no. 2797, July 22, 1944 86a for a biographical despatch [ sketch ] of Dr. Lo) and that it represents the ideas of the group of League members at Kunming. Mr. Sprouse suggests that the Draft is a “compromise between Anglo-Saxon ideas of Democracy and the --- na.” Indeed, it seems to have been drawn up on the principle of “all things to all men”. Its provisions seem to be utterly Utopian and visionary and scarcely capable of implementation and enforcement in the China of today. According to information available to the Embassy, the Democratic League does not appear to have been very active in recent weeks. There is a growing impression that the various elements constituting the League have been unable to arrive at a mutual understanding and that there exists a general lack of harmony and mutual confidence. Several members o --- ember 18, 1944, and were conspicuous among the delegates who were most critical of the policies and administration of the Kuomintang and the National Government. According to reports from local sources, and seemingly corroborated by reports received from Kunming and Kweilin, the Democratic League proposes to convoke a meeting of its representatives at Chengtu in the near future at which League policies and activities will be discussed. It is not known whether “dissident” military elements from Kwangsi, Yunnan, Szechuan and other areas plan to participate or otherwise tak"
frus1944v06,"Foreign Relations of the United States, Diplomatic Papers, 1944, China, Volume VI",d478,478,The Ambassador in China (Gauss) to the Secretary of State,"No. 3104 Chungking , October 30, 1944. [Received November 11.]","October 30, 1944",https://history.state.gov/historicaldocuments/frus1944v06/d478,/Users/cheer/Documents/New project/data/frus_meng/documents/frus1944v06/d478.html,/Users/cheer/Documents/New project/data/frus_meng/documents/frus1944v06/d478.txt,direct_org,Democratic League,"ument 478] The Ambassador in China ( Gauss ) to the Secretary of State No. 3104 Chungking , October 30, 1944. [Received November 11.] Sir : Referring to the Embassy’s despatch no. 2991, September 22, 1944, enclosing a draft of the political principles of the Democratic League 48 (Federation of Democratic Parties), I have the honor to enclose a translation of a set of proposals 49 prepared by the Democratic League with respect to political administration during the final stage of the war. It is understood that the Democratic League originally propos --- r 11.] Sir : Referring to the Embassy’s despatch no. 2991, September 22, 1944, enclosing a draft of the political principles of the Democratic League 48 (Federation of Democratic Parties), I have the honor to enclose a translation of a set of proposals 49 prepared by the Democratic League with respect to political administration during the final stage of the war. It is understood that the Democratic League originally proposed to release these proposals for publication, but it appears that the reinstitution by the Government during the last month of a repressive c --- principles of the Democratic League 48 (Federation of Democratic Parties), I have the honor to enclose a translation of a set of proposals 49 prepared by the Democratic League with respect to political administration during the final stage of the war. It is understood that the Democratic League originally proposed to release these proposals for publication, but it appears that the reinstitution by the Government during the last month of a repressive censorship policy has made that impossible. It seems probable, therefore, that the proposals will be disseminated by surr --- al policy, safeguarding of free development of thought and technical arts, and advancement of the cultural standard of the general public. (Detailed proposals are incorporated in each category for the attainment of the objects desired.) End of Summary . The proposals of the Democratic League are similar in many respects to those adopted at the recent session of the People’s Political Council (Embassy’s despatch no. 3048, October 11, 1944). But in one notable respect they go much further than the PPC proposals: namely, the proposal that one-party government be termin --- al that one-party government be terminated and a coalition government composed of all parties and cliques be established in its stead. Such a proposal was made at the PPC session by a Communist delegate but as a result of Government pressure it was never formally considered. The Democratic League proposals appear to be far more inclusive, integrated, detailed and concrete than those adopted by the PPC. The Democratic League proposals cannot be regarded as other than a severe indictment of the ruling Kuomintang and a demand for its relinquishment of exclusive political"
frus1945v07,"Foreign Relations of the United States, Diplomatic Papers, 1945, The Far East, China, Volume VII",d48,48,Memorandum Concerning United States Post-War Military Policies With Respect to China,,"April 3, 1945",https://history.state.gov/historicaldocuments/frus1945v07/d48,/Users/cheer/Documents/New project/data/frus_meng/documents/frus1945v07/d48.html,/Users/cheer/Documents/New project/data/frus_meng/documents/frus1945v07/d48.txt,direct_org,Democratic League,"s, has developed into a dynamic force controlling considerable areas in the provinces of Shensi, Shansi, Hopei, Shantung, Anhwei and Kiangsu. It exercises political and military control over a population variously estimated to range from twenty to fifty million people. (2) The Democratic League which may be described as a loose federation of minor political parties and groups opposed to continued control of the government by a single party, namely the Kuomintang. (3) Certain Chinese militarists in Szechuan, Yunnan and Kwangsi. Mention might also be made of the semi-i"
frus1945v07,"Foreign Relations of the United States, Diplomatic Papers, 1945, The Far East, China, Volume VII",d137,137,The Vice Consul at Chengtu (Service) to the Ambassador in China (Hurley),"No. 1 Chengtu , January 20, 1945.","January 20, 1945",https://history.state.gov/historicaldocuments/frus1945v07/d137,/Users/cheer/Documents/New project/data/frus_meng/documents/frus1945v07/d137.html,/Users/cheer/Documents/New project/data/frus_meng/documents/frus1945v07/d137.txt,direct_org,Democratic League,"r, if made known to the Chungking authorities, would be sufficient to cause P’an serious trouble with the Generalissimo. The existence of a definite understanding between Lung, P’an and others has been communicated to me several times recently by leading representatives of the Democratic League, who insist that the Chinese Communists are included in the coalition. They predict that a full-fledged movement against the Generalissimo will come into the open within a short time. Respectfully yours, Richard M. Service 38 Copy transmitted to the Department by"
frus1945v07,"Foreign Relations of the United States, Diplomatic Papers, 1945, The Far East, China, Volume VII",d142,142,The Vice Consul at Chengtu (Service) to the Ambassador in China (Hurley),"No. 2 Chengtu , January 23, 1945.","January 23, 1945",https://history.state.gov/historicaldocuments/frus1945v07/d142,/Users/cheer/Documents/New project/data/frus_meng/documents/frus1945v07/d142.html,/Users/cheer/Documents/New project/data/frus_meng/documents/frus1945v07/d142.txt,direct_org,Democratic League; Lo Lung-chi,"893.00/1–2345 [Document 142] The Vice Consul at Chengtu ( Service ) to the Ambassador in China ( Hurley ) 41 No. 2 Chengtu , January 23, 1945. Sir : I have the honor to report the substance of an interview on January 22, 1945, with a representative of the Democratic League, Mr. Chu Yun-shan, who called upon me to renew an acquaintance which began at Kweilin about eight months ago. Mr. Chu devotes most of his time to organizational work on behalf of the League, and is currently engaged with principal League leaders here in drawing up the League’s f --- for a coalition government. He stated that this work will be completed in about two weeks, when he will journey to Chungking to confer with liberal leaders there. Mr. Chu’s identity with the League should be treated in strictest confidence. Mr. Chu shares the confidence of Dr. Lo Lung-chi in Kunming that a coalition government will soon be formed which will oust the Generalissimo and peaceably take over the administration of national affairs. He stated that the following leaders have already written to Marshal Li Chi-shen at Chaoping formally pledging themselves --- e sympathy and support of the United States Government during and after the establishment of a coalition government. I informed him that these were matters which could not be discussed by the Embassy’s most junior representative. It may be anticipated that representatives of the Democratic League at Chungking will attempt to approach the Embassy informally in this connection, if such an approach has not already been made. Respectfully yours, Richard M. Service 41 Copy transmitted to the Department by the Embassy in China on February 5 without covering des"
frus1945v07,"Foreign Relations of the United States, Diplomatic Papers, 1945, The Far East, China, Volume VII",d169,169,The Chargé in China (Atcheson) to the Secretary of State,"Chungking , February 20, 1945—3 p.m. [Received 4:35 p.m.]","February 20, 1945",https://history.state.gov/historicaldocuments/frus1945v07/d169,/Users/cheer/Documents/New project/data/frus_meng/documents/frus1945v07/d169.html,/Users/cheer/Documents/New project/data/frus_meng/documents/frus1945v07/d169.txt,direct_org,Chinese Democratic League,"ion daily editorial today pointed out that ‘at San Francisco international conference Kuomintang dictatorship government should at most be permitted to send only one-third representatives to conference while other two-thirds should be representatives of Chinese Communist Party, Chinese Democratic League and noted non-party figures representing broad masses of liberated China, occupied China and Chungking controlled areas’. Editorial hoped that this important point would receive due consideration of three great Allies, America, Soviet Russia and Great Britain. It is honor to Chi"
frus1945v07,"Foreign Relations of the United States, Diplomatic Papers, 1945, The Far East, China, Volume VII",d207,207,The Chargé in China (Atcheson) to the Secretary of State,"Chungking , March 20, 1945—10 a.m. [Received 1:45 p.m.]","March 20, 1945",https://history.state.gov/historicaldocuments/frus1945v07/d207,/Users/cheer/Documents/New project/data/frus_meng/documents/frus1945v07/d207.html,/Users/cheer/Documents/New project/data/frus_meng/documents/frus1945v07/d207.txt,direct_org,Democratic League,"he Chargé in China ( Atcheson ) to the Secretary of State Chungking , March 20, 1945—10 a.m. [Received 1:45 p.m.] 463. Chungking edition Shanghai Evening Post and Mercury March 18 carries statement from spokesman for numerically small but definitely influential Democratic League to effect that League’s supporters probably would not participate in Kuomintang-dominated National Assembly which Generalissimo has announced would meet on November 12 to approve a constitution (Embassy’s 343, March 2). Spokesman stated that Assembly could not meet national dema"
frus1945v07,"Foreign Relations of the United States, Diplomatic Papers, 1945, The Far East, China, Volume VII",d234,234,The Chargé in China (Briggs) to the Secretary of State,"Chungking , April 14, 1945—8 a.m. [Received April 152:45 p.m.]","April 14, 1945",https://history.state.gov/historicaldocuments/frus1945v07/d234,/Users/cheer/Documents/New project/data/frus_meng/documents/frus1945v07/d234.html,/Users/cheer/Documents/New project/data/frus_meng/documents/frus1945v07/d234.txt,direct_org,Democratic League,"the Secretary of State 893.00/4–1445: Telegram [Document 234] The Chargé in China ( Briggs ) to the Secretary of State Chungking , April 14, 1945—8 a.m. [Received April 152:45 p.m.] 625. 1. According to a news item in the (Communist) Hsin Hua Jih Pao , the Democratic League gave a reception on April 6 for Tung Pi-wu, the Communist delegate to the San Francisco Conference, at which Tung delivered an address along lines as follows: Since its inauguration in 1940 the Democratic League has made a lasting impression on the people of China and has pla --- ording to a news item in the (Communist) Hsin Hua Jih Pao , the Democratic League gave a reception on April 6 for Tung Pi-wu, the Communist delegate to the San Francisco Conference, at which Tung delivered an address along lines as follows: Since its inauguration in 1940 the Democratic League has made a lasting impression on the people of China and has played an important role in the democratic revolution. Yenan 8 welcomes the growth of the League, as the League and the Communist Party have an identical objective—the realization of democratic union in China in order --- egated me to represent my hundred million comrades at San Francisco in order to make known our opinions to the family of nations. Moreover, I hope to coordinate my efforts there with those of Mr. Li Huang and Mr. Carson Chang (the two delegates to the conference representing the Democratic League). I am confident that through our united efforts a democratic China can be realized. Otherwise there will be no permanent peace of [ or ] freedom for the people of China or for the people of world. ( End of Summary ) 2. Mr. Tung’s address was followed by speeches of a simi --- ted efforts a democratic China can be realized. Otherwise there will be no permanent peace of [ or ] freedom for the people of China or for the people of world. ( End of Summary ) 2. Mr. Tung’s address was followed by speeches of a similar tenor by prominent members of the Democratic League and other independent groups, including industrialists, educators and farmers, all of whom called for a united front at San Francisco in opposition to the Kuomintang representatives. It was recommended that the “people’s delegates” (that is to say, Carson Chang, Li Huang and Tun --- tatives. It was recommended that the “people’s delegates” (that is to say, Carson Chang, Li Huang and Tung Pi-wu) take advantage of their presence at San Francisco to acquaint the outside world with present conditions in China and to obtain their sympathy. Three members of the Democratic League who attended the meeting have informed the Embassy that the above account is substantially correct. They feel, and the Embassy concurs, that the meeting was an event of considerable importance as indicating that the Communist Party is now prepared to accept the cooperation of th"
frus1945v07,"Foreign Relations of the United States, Diplomatic Papers, 1945, The Far East, China, Volume VII",d274,274,"Memorandum of Conversation, by the Deputy Director of the Office of Far Eastern Affairs (Stanton)","San Francisco , June 6, 1945.","June 6, 1945",https://history.state.gov/historicaldocuments/frus1945v07/d274,/Users/cheer/Documents/New project/data/frus_meng/documents/frus1945v07/d274.html,/Users/cheer/Documents/New project/data/frus_meng/documents/frus1945v07/d274.txt,direct_org,Democratic League,"the Chinese National Socialist Party, informed us during the course of an informal conversation that one of the objects of his present visit to the United States is to bring about the amalgamation of the Chinese Constitutionalist Party in the United States and Honolulu with the Democratic League in China. Dr. Chang explained that the Constitutionalist Party had been established a good many years ago in the United States and was originally devoted to the promotion of the cause of the old Monarchical Party in China, but that in recent years its political thinking had chan --- r than the Kuomintang and numbered several thousand members. There ensued some discussion concerning the proposal to establish a constitutional government in China following the convening of the National Assembly on November 12, 1945. Dr. Chang said he and other members of the Democratic League felt that the National Assembly would be “packed” with Kuomintang representatives elected some nine years ago and that neither the Assembly nor a constitutional government which might be established later would in any sense be truly representative of the Chinese people. Dr. Ch --- sincerely desired a compromise settlement with the Chinese Communists. In support of this view he cited the fact that Dr. Soong had permitted his message to go forward to the Generalissimo. It was apparent from remarks made by Dr. Chang that, while he and other members of the Democratic League agree with the Chinese Communists upon the necessity for the termination of Kuomintang control of the National Government, they do not see eye to eye with the Chinese Communist Party in all other matters and specifically do not wish to see established a Chinese government domina"
