candidate_id,review_status,level,material_class,availability,catalog_reference_status,needs_ocr,staging_citation_ready,strict_gate,fail_reasons,catalog_as_fulltext_flag
domestic:NLC:minxian-v1n6-1944-08-15,accepted,L1,一手,full_item_online,verified,no,yes,PASS,,
domestic:NLC:minxian-v1n9-1944-11-20,accepted,L1,一手,full_item_online,verified,no,yes,PASS,,
domestic:NLC:minxian-v1n9-democracy-vs-nondemocracy-1944-11-20,accepted,L1,一手,full_item_online,verified,0,,PASS,,
domestic:NLC:observer-1947-v3n11,accepted,L1,一手,full_item_online,verified,no,yes,PASS,,
domestic:NLC:observer-1947-v3n11-dong-shijin,accepted,L1,一手,full_item_online,verified,no,yes,PASS,,
domestic:NLC:observer-1947-v3n11-han-depei,accepted,L1,一手,full_item_online,verified,no,yes,PASS,,
domestic:PP:huishi-daxuexi-difang-zuzhi-jianshe-1,accepted,L2,汇编,full_item_online,verified,no,yes,PASS,,
domestic:PP:menshi-zonglan-minmeng-chengli-4-gaizu,accepted,L2,汇编,full_item_online,verified,no,yes,PASS,,
domestic:PP:menshi-zonglan-series-anchor,accepted,L2,汇编,full_item_online,verified,no,yes,PASS,,
domestic:RMTZ:2013-01-24-liangshuming-xianggang-guangmingbao,accepted,L2,汇编,full_item_online,verified,no,yes,PASS,,
domestic:RMTZ:dangshi-minmeng-zaili-chengli,accepted,L2,汇编,full_item_online,verified,no,yes,PASS,,
domestic:SAAC:51koukou-p01-dde04,accepted,L2,一手,full_item_online,verified,no,yes,PASS,,
domestic:SAAC:51koukou-p01-dde07,accepted,L2,一手,full_item_online,verified,no,yes,PASS,,
domestic:SAAC:51koukou-p01-dde08-i3,accepted,L2,一手,full_item_online,verified,no,yes,PASS,,
domestic:SAAC:51koukou-p01-dde13,accepted,L2,一手,full_item_online,verified,no,yes,PASS,,
domestic:SAAC:51koukou-p01-dde14,accepted,L2,一手,full_item_online,verified,no,yes,PASS,,
domestic:SAAC:51koukou-p01-dde15-i3,accepted,L2,一手,full_item_online,verified,no,yes,PASS,,
domestic:SAAC:51koukou-p01-dde20,accepted,L2,一手,full_item_online,verified,no,yes,PASS,,
domestic:SAAC:51koukou-p01-dde21,accepted,L2,一手,full_item_online,verified,no,yes,PASS,,
domestic:SAAC:51koukou-p01-dde22-i3,accepted,L2,一手,full_item_online,verified,no,yes,PASS,,
domestic:SAAC:51koukou-p02-dde01-f1,accepted,L2,一手,full_item_online,verified,no,yes,PASS,,
domestic:SAAC:51koukou-p02-dde02-f1,accepted,L2,一手,full_item_online,verified,no,yes,PASS,,
domestic:SAAC:51koukou-p02-dde03-f1,accepted,L2,一手,full_item_online,verified,no,yes,PASS,,
domestic:SAAC:51koukou-p02-dde04-f1,accepted,L2,一手,full_item_online,verified,no,yes,PASS,,
domestic:SAAC:51koukou-p02-dde05-f1,accepted,L2,一手,full_item_online,verified,no,yes,PASS,,
domestic:SAAC:51koukou-p02-dde06-f1,accepted,L2,一手,full_item_online,verified,no,yes,PASS,,
domestic:SAAC:51koukou-p02-dde07-f1,accepted,L2,一手,full_item_online,verified,no,yes,PASS,,
domestic:SAAC:51koukou-p02-dde08-f1,accepted,L2,一手,full_item_online,verified,no,yes,PASS,,
domestic:SAAC:51koukou-p03-dde01-f1,accepted,L2,一手,full_item_online,verified,no,yes,PASS,,
domestic:SAAC:51koukou-p03-dde02-f1,accepted,L2,一手,full_item_online,verified,no,yes,PASS,,
domestic:SAAC:51koukou-p03-dde03-f1,accepted,L2,一手,full_item_online,verified,no,yes,PASS,,
domestic:SAAC:51koukou-p03-dde04-f1,accepted,L2,一手,full_item_online,verified,no,yes,PASS,,
domestic:SAAC:51koukou-p03-dde05-f1,accepted,L2,一手,full_item_online,verified,no,yes,PASS,,
domestic:SAAC:51koukou-p04-dde01-i3,accepted,L2,一手,full_item_online,verified,no,yes,PASS,,
domestic:SAAC:51koukou-p04-dde02-i3,accepted,L2,一手,full_item_online,verified,no,yes,PASS,,
domestic:SAAC:51koukou-p04-dde03-i3,accepted,L2,一手,full_item_online,verified,no,yes,PASS,,
domestic:SAAC:51koukou-p04-dde04,accepted,L2,一手,full_item_online,verified,no,yes,PASS,,
domestic:SAAC:51koukou-p04-dde05,accepted,L2,一手,full_item_online,verified,no,yes,PASS,,
domestic:SAAC:51koukou-p04-dde06-i3,accepted,L2,一手,full_item_online,verified,no,yes,PASS,,
domestic:SAAC:51koukou-p04-dde07,accepted,L2,一手,full_item_online,verified,no,yes,PASS,,
domestic:SAAC:51koukou-p04-dde08-i3,accepted,L2,一手,full_item_online,verified,no,yes,PASS,,
domestic:SAAC:51koukou-p04-dde12,accepted,L2,一手,full_item_online,verified,no,yes,PASS,,
domestic:SAAC:51koukou-p05-dde01-i3,accepted,L2,一手,full_item_online,verified,no,yes,PASS,,
domestic:SAAC:51koukou-p05-dde02,accepted,L2,一手,full_item_online,verified,no,yes,PASS,,
domestic:SAAC:51koukou-p05-dde03-i3,accepted,L2,一手,full_item_online,verified,no,yes,PASS,,
domestic:SAAC:51koukou-p05-dde04-i3,accepted,L2,一手,full_item_online,verified,no,yes,PASS,,
domestic:SAAC:51koukou-p05-dde05-i3,accepted,L2,一手,full_item_online,verified,no,yes,PASS,,
domestic:SAAC:51koukou-p05-dde06-i3,accepted,L2,一手,full_item_online,verified,no,yes,PASS,,
domestic:SAAC:51koukou-p05-dde07-i3,accepted,L2,一手,full_item_online,verified,no,yes,PASS,,
domestic:SAAC:51koukou-p05-dde08-i3,accepted,L2,一手,full_item_online,verified,no,yes,PASS,,
domestic:SAAC:51koukou-p05-dde09-i3,accepted,L2,一手,full_item_online,verified,no,yes,PASS,,
domestic:SAAC:51koukou-p05-dde10,accepted,L2,一手,full_item_online,verified,no,yes,PASS,,
domestic:SAAC:51koukou-p05-dde11,accepted,L2,一手,full_item_online,verified,no,yes,PASS,,
domestic:SAAC:51koukou-p05-dde12-i3,accepted,L2,一手,full_item_online,verified,no,yes,PASS,,
domestic:SAAC:51koukou-p05-dde13-i3,accepted,L2,一手,full_item_online,verified,no,yes,PASS,,
domestic:SAAC:51koukou-p05-dde14-i3,accepted,L2,一手,full_item_online,verified,no,yes,PASS,,
domestic:SAAC:51koukou-p05-dde15,accepted,L2,一手,full_item_online,verified,no,yes,PASS,,
domestic:SAAC:51koukou-p05-dde16,accepted,L2,一手,full_item_online,verified,no,yes,PASS,,
domestic:SAAC:51koukou-p06-dde01-f1,accepted,L2,一手,full_item_online,verified,no,yes,PASS,,
domestic:SAAC:51koukou-p06-dde02-f1,accepted,L2,一手,full_item_online,verified,no,yes,PASS,,
domestic:SAAC:51koukou-p06-dde03-f1,accepted,L2,一手,full_item_online,verified,no,yes,PASS,,
domestic:SAAC:51koukou-p06-dde04-f1,accepted,L2,一手,full_item_online,verified,no,yes,PASS,,
domestic:SAAC:51koukou-p06-dde05-f1,accepted,L2,一手,full_item_online,verified,no,yes,PASS,,
domestic:SAAC:51koukou-p06-dde06-f1,accepted,L2,一手,full_item_online,verified,no,yes,PASS,,
domestic:SAAC:51koukou-p06-dde07-f1,accepted,L2,一手,full_item_online,verified,no,yes,PASS,,
domestic:SAAC:51koukou-p06-dde08-f1,accepted,L2,一手,full_item_online,verified,no,yes,PASS,,
domestic:SAAC:51koukou-p06-dde09-f1,accepted,L2,一手,full_item_online,verified,no,yes,PASS,,
domestic:SAAC:51koukou-p06-dde10-f1,accepted,L2,一手,full_item_online,verified,no,yes,PASS,,
domestic:SAAC:51koukou-p06-dde11-f1,accepted,L2,一手,full_item_online,verified,no,yes,PASS,,
domestic:SAAC:51koukou-p06-dde12-f1,accepted,L2,一手,full_item_online,verified,no,yes,PASS,,
domestic:SAAC:album-51koukou-kaoguodadian,accepted,L2,汇编,full_item_online,verified,no,yes,PASS,,
domestic:SCIO:2021-12-china-political-party-system,accepted,L2,汇编,full_item_online,verified,no,yes,PASS,,
domestic:TM:taimeng-org-cn-history-1947-hongkong,accepted,L2,汇编,full_item_online,verified,no,yes,PASS,,
domestic:TM:tmly-tmjj-jianyao-1947,accepted,L2,汇编,full_item_online,verified,no,yes,PASS,,
domestic:TM:tmly-tmzc-zhangcheng,accepted,L2,汇编,full_item_online,verified,no,yes,PASS,,
