candidate_id,review_status,level,material_class,availability,catalog_reference_status,needs_ocr,staging_citation_ready,strict_gate,fail_reasons,catalog_as_fulltext_flag
domestic:CQ:Teyuan-China-Democratic-Parties-Museum-2024,accepted,L3,汇编,catalogue_only_online,verified,yes,no,FAIL,G1_level=L3;G2_avail=catalogue_only_online;G5_ocr_draft,
domestic:CQ:chongqing-minmeng-xu-chaojian-2002,accepted,L2,汇编,catalogue_only_online,verified,yes,no,FAIL,G2_avail=catalogue_only_online;G5_ocr_draft,
domestic:CSSN:lishi-zhuanti-1941-1949,accepted,L2,汇编,full_item_online,verified,no,yes,PASS,,
domestic:DAJS:guangming-suzhou-1949,accepted,L1,待定,surrogate_online,verified,yes,no,FAIL,G3_class=待定;G5_ocr_draft,
domestic:DRNH:002-020400-00011-053,accepted,L2,一手,surrogate_online,verified,yes,no,FAIL,G5_ocr_draft,
domestic:DRNH:002-020400-00012-067,accepted,L2,一手,surrogate_online,verified,yes,no,FAIL,G5_ocr_draft,
domestic:DRNH:002-060100-00229-023,accepted,L2,一手,surrogate_online,verified,yes,no,FAIL,G5_ocr_draft,
domestic:DRNH:002-080200-00301-062,accepted,L2,一手,surrogate_online,verified,yes,no,FAIL,G5_ocr_draft,
domestic:DRNH:002-080200-00301-070,accepted,L2,一手,surrogate_online,verified,yes,no,FAIL,G5_ocr_draft,
domestic:DRNH:002-080200-00321-036,accepted,L2,一手,surrogate_online,verified,yes,no,FAIL,G5_ocr_draft,
domestic:DRNH:002-080200-00537-081,accepted,L2,一手,surrogate_online,verified,yes,no,FAIL,G5_ocr_draft,
domestic:DRNH:002-080200-00537-095,accepted,L2,一手,surrogate_online,verified,yes,no,FAIL,G5_ocr_draft,
domestic:DRNH:002-090300-00016-114,accepted,L2,一手,surrogate_online,verified,yes,no,FAIL,G5_ocr_draft,
domestic:DRNH:002-090300-00017-115,accepted,L2,一手,surrogate_online,verified,yes,no,FAIL,G5_ocr_draft,
domestic:FJ:zhongguo-minmengtongmeng-fujian-jianshi-2018,accepted,L2,待定,catalogue_only_online,verified,yes,no,FAIL,G2_avail=catalogue_only_online;G3_class=待定;G5_ocr_draft,
domestic:FJMM:lead-少年记忆-初识民盟,accepted,L4,二手,full_item_online,verified,no,no,FAIL,G1_level=L4;G3_class=二手,
domestic:FJMM:lead-福建民盟盟史导言,accepted,L4,二手,full_item_online,verified,no,no,FAIL,G1_level=L4;G3_class=二手,
domestic:FRUS:1943-07-31-d232-ringwalt-liang-shuming-interview,accepted,L2,汇编,full_item_online,verified,no,yes,PASS,,
domestic:FRUS:1943-09-18-d272-atcheson-federation-platform,accepted,L2,汇编,full_item_online,verified,no,yes,PASS,,
domestic:FRUS:1944-04-21-d329-gauss-service-minority-parties,accepted,L2,汇编,full_item_online,verified,no,yes,PASS,,
domestic:FRUS:1944-07-11-d380-langdon-kunming-democratic-league,accepted,L2,汇编,full_item_online,verified,no,yes,PASS,,
domestic:FRUS:1944-09-22-d445-sprouse-democratic-league-principles,accepted,L2,汇编,full_item_online,verified,no,yes,PASS,,
domestic:FRUS:1944-10-30-d478-gauss-war-final-stage-proposals,accepted,L2,汇编,full_item_online,verified,no,yes,PASS,,
domestic:GD:guangdong-minmengshi-2012-lijingxian,accepted,L3,待定,catalogue_only_online,verified,yes,no,FAIL,G1_level=L3;G2_avail=catalogue_only_online;G3_class=待定;G5_ocr_draft,
domestic:GMD:2017-12-07-xinwen-beijing-zhongguo-minmeng,accepted,L2,汇编,full_item_online,verified,no,yes,PASS,,
domestic:GMD:2022-12-22-minmeng-baodao,accepted,L2,汇编,full_item_online,verified,no,yes,PASS,,
domestic:GMD:2022-12-22-zhongguo-minmeng-baojing,accepted,L2,汇编,full_item_online,verified,0,,PASS,,
domestic:GMD:epaper-meng-1941-1949-aggregate,accepted,L2,汇编,full_item_online,verified,no,yes,PASS,,
domestic:GXMM:NLC-dagongbao-tianjin-1947-11-06-page2-excerpt,accepted,L1,二手,full_item_online,verified,no,yes,FAIL,G3_class=二手,
domestic:GXMM:dagongbao-1947-10-28-illegal-declaration,accepted,L4,二手,catalogue_only_online,verified,no,no,FAIL,G1_level=L4;G2_avail=catalogue_only_online;G3_class=二手,
domestic:GXMM:dagongbao-1947-10-29-self-surrender,accepted,L4,二手,catalogue_only_online,verified,no,no,FAIL,G1_level=L4;G2_avail=catalogue_only_online;G3_class=二手,
domestic:GXMM:dagongbao-1947-10-30-ban-activities,accepted,L4,二手,catalogue_only_online,verified,no,no,FAIL,G1_level=L4;G2_avail=catalogue_only_online;G3_class=二手,
domestic:GXMM:dagongbao-dissolution-report-1947-11-06,accepted,L4,二手,full_item_online,verified,no,no,FAIL,G1_level=L4;G3_class=二手,
domestic:GXMM:dagongbao-tianjin-dissolution-1947-11-06,accepted,L4,二手,full_item_online,verified,0,,FAIL,G1_level=L4;G3_class=二手,
domestic:GXMM:forced-dissolution-1947-11-05,accepted,L4,二手,full_item_online,verified,no,no,FAIL,G1_level=L4;G3_class=二手,
domestic:GXMM:lead--大公报-和-观察-对民盟被迫解散的不同反应,accepted,L4,二手,full_item_online,verified,no,no,FAIL,G1_level=L4;G3_class=二手,
domestic:GXMM:observer-professors-statement-1947-11-08,accepted,L4,二手,full_item_online,verified,no,no,FAIL,G1_level=L4;G3_class=二手,
domestic:GXMM:xinminbao-professors-statement-1947-11-04,accepted,L4,二手,full_item_online,verified,no,no,FAIL,G1_level=L4;G3_class=二手,
domestic:GZ:guizhou-minmengshi-2013,accepted,L3,待定,catalogue_only_online,verified,yes,no,FAIL,G1_level=L3;G2_avail=catalogue_only_online;G3_class=待定;G5_ocr_draft,
domestic:HB:hubei-minmengshi-2014-xiangbiwu,accepted,L3,待定,catalogue_only_online,verified,yes,no,FAIL,G1_level=L3;G2_avail=catalogue_only_online;G3_class=待定;G5_ocr_draft,
domestic:HBMJ:lead-民建简史第三章-迎接新中国的诞生,accepted,L4,待定,full_item_online,verified,no,no,FAIL,G1_level=L4;G3_class=待定,
domestic:HE:zhongguo-minmengtongmeng-shijiazhuang-shi-zhi-2013,accepted,L3,待定,catalogue_only_online,verified,yes,no,FAIL,G1_level=L3;G2_avail=catalogue_only_online;G3_class=待定;G5_ocr_draft,
domestic:HKU:guangmingbao-1941-microform-holdings,needs_human_review,L2,一手,catalogue_only_online,verified,1,,FAIL,G2_avail=catalogue_only_online,
domestic:HKU:guangmingbao-primo-record,needs_human_review,L2,一手,catalogue_only_online,verified,1,,FAIL,G2_avail=catalogue_only_online,
domestic:HLJMM:first-congress-files-1945,accepted,L4,二手,full_item_online,verified,no,no,FAIL,G1_level=L4;G3_class=二手,
domestic:HN:hunan-minmengrenwu-2020,accepted,L2,待定,catalogue_only_online,verified,yes,no,FAIL,G2_avail=catalogue_only_online;G3_class=待定;G5_ocr_draft,
domestic:HNMM:lead-民盟精神解析,accepted,L4,二手,full_item_online,verified,no,no,FAIL,G1_level=L4;G3_class=二手,
domestic:HNMM:response-may-day-1948,accepted,L3,二手,full_item_online,verified,no,no,FAIL,G1_level=L3;G3_class=二手,
domestic:JFB:1944-02-22-jiefang-ribao-zhang-lan-booklet-review,accepted,L4,二手,surrogate_online,pending,no,no,FAIL,G1_level=L4;G2_avail=surrogate 但证据类型非影像;G3_class=二手;G4_catref_status=pending,
domestic:JS:jiangsu-minmengshi-gao-2004,accepted,L3,待定,catalogue_only_online,verified,yes,no,FAIL,G1_level=L3;G2_avail=catalogue_only_online;G3_class=待定;G5_ocr_draft,
domestic:JS:zhongguo-minmengtongmeng-jiangsu-jianshi-2012,accepted,L3,待定,catalogue_only_online,verified,yes,no,FAIL,G1_level=L3;G2_avail=catalogue_only_online;G3_class=待定;G5_ocr_draft,
domestic:KMY:minzhuzhoukan-1946-li-wen-wen-yiduo-1946-07,needs_human_review,L1,待定,surrogate_online,pending,0,,FAIL,G2_avail=surrogate 但证据类型非影像;G3_class=待定;G4_catref_status=pending;G6_uncertain:未公开核验,
domestic:LNU:guangmingbao-index-1941,accepted,L3,二手,full_item_online,verified,no,no,FAIL,G1_level=L3;G3_class=二手,
domestic:MG:minge-gov-cn-history-1948-hongkong,accepted,L2,待定,full_item_online,verified,no,yes,FAIL,G3_class=待定,
domestic:MGCH:TJPRESS-minjizhongtian-zhuguan,accepted,L2,汇编,catalogue_only_online,verified,yes,no,FAIL,G2_avail=catalogue_only_online;G5_ocr_draft,
domestic:MGCH:mengge-qianbei-chuanji-congshu-2025,accepted,L2,汇编,catalogue_only_online,verified,yes,no,FAIL,G2_avail=catalogue_only_online;G5_ocr_draft,
domestic:MH:modernhistory-periodical-guoxun,accepted,L4,汇编,catalogue_only_online,verified,no,no,FAIL,G1_level=L4;G2_avail=catalogue_only_online,
domestic:MH:platform-anchor-modernhistory-2026,accepted,L3,汇编,catalogue_only_online,verified,no,no,FAIL,G1_level=L3;G2_avail=catalogue_only_online,
domestic:MJ:minj-gov-cn-history-1945-shanghai,accepted,L2,待定,full_item_online,verified,no,yes,FAIL,G3_class=待定,
domestic:MM1941:outline-1936-pingjin-wenhuajie-qijunzi,accepted,L3,汇编,catalogue_only_online,verified,,,FAIL,G1_level=L3;G2_avail=catalogue_only_online,
domestic:MM1941:outline-1936-qijunzi-song-qingling-feng-yuxiang,accepted,L3,汇编,catalogue_only_online,verified,,,FAIL,G1_level=L3;G2_avail=catalogue_only_online,
domestic:MM1941:outline-1937-04-03-jiangsu-fayuan-qijunzi-qisong,accepted,L3,汇编,catalogue_only_online,verified,,,FAIL,G1_level=L3;G2_avail=catalogue_only_online,
domestic:MM1941:outline-1937-04-12-zhonggong-qijunzi-shengming,accepted,L3,汇编,catalogue_only_online,verified,,,FAIL,G1_level=L3;G2_avail=catalogue_only_online,
domestic:MM1941:outline-1937-05-05-jiuguohui-shengming,accepted,L3,汇编,catalogue_only_online,verified,,,FAIL,G1_level=L3;G2_avail=catalogue_only_online,
domestic:MM1941:outline-1937-06-07-qijunzi-bianhu,needs_human_review,L3,汇编,catalogue_only_online,verified,,,FAIL,G1_level=L3;G2_avail=catalogue_only_online,
domestic:MM1941:outline-1937-06-11-jiangsu-fayuan-shenli,accepted,L3,汇编,catalogue_only_online,verified,,,FAIL,G1_level=L3;G2_avail=catalogue_only_online,
domestic:MM1941:outline-1937-06-24-qijunzi-shangsu,accepted,L3,汇编,catalogue_only_online,verified,,,FAIL,G1_level=L3;G2_avail=catalogue_only_online,
domestic:MM1941:outline-1937-07-04-he-xiangning-qijunzi,accepted,L3,汇编,catalogue_only_online,verified,,,FAIL,G1_level=L3;G2_avail=catalogue_only_online,
domestic:MM1941:outline-1937-jiuguohui-jiguan-bao,accepted,L3,汇编,catalogue_only_online,verified,no,no,FAIL,G1_level=L3;G2_avail=catalogue_only_online,
domestic:MM1941:outline-1937-meiguo-wenxuejie-qijunzi,accepted,L3,汇编,catalogue_only_online,verified,,,FAIL,G1_level=L3;G2_avail=catalogue_only_online,
domestic:MM1941:outline-1937-qijunzi-yuzhong-dushu,accepted,L3,汇编,catalogue_only_online,verified,,,FAIL,G1_level=L3;G2_avail=catalogue_only_online,
domestic:MM1941:outline-1937-qijunzi-yuzhong-gemingge,accepted,L3,汇编,catalogue_only_online,verified,,,FAIL,G1_level=L3;G2_avail=catalogue_only_online,
domestic:MM1941:outline-1937-qijunzi-yuzhong-zhao,needs_human_review,L3,汇编,catalogue_only_online,verified,,,FAIL,G1_level=L3;G2_avail=catalogue_only_online,
domestic:MM1941:outline-1939-1950-sichuan-meng-biannian-shi,accepted,L3,汇编,catalogue_only_online,verified,no,no,FAIL,G1_level=L3;G2_avail=catalogue_only_online,
domestic:MM1941:outline-1941-1953-wuxi-meng-biannian-shi,accepted,L3,汇编,catalogue_only_online,verified,no,no,FAIL,G1_level=L3;G2_avail=catalogue_only_online,
domestic:MM1941:outline-1941-1989-gansu-meng-jianzhi,accepted,L3,汇编,catalogue_only_online,verified,no,no,FAIL,G1_level=L3;G2_avail=catalogue_only_online,
domestic:MM1941:outline-1941-2014-chongqing-meng-shi-jing,accepted,L3,汇编,catalogue_only_online,verified,no,no,FAIL,G1_level=L3;G2_avail=catalogue_only_online,
domestic:MM1941:outline-1941-zhongguo-minzhengtongmeng-chengli-huizhi,accepted,L3,汇编,catalogue_only_online,verified,no,no,FAIL,G1_level=L3;G2_avail=catalogue_only_online,
domestic:MM1941:outline-1942-1949-minmeng-zai-shaanxi,accepted,L3,汇编,catalogue_only_online,verified,no,no,FAIL,G1_level=L3;G2_avail=catalogue_only_online,
domestic:MM1941:outline-1942-1949-minmeng-zai-shaanxi-jing,accepted,L3,汇编,catalogue_only_online,verified,0,,FAIL,G1_level=L3;G2_avail=catalogue_only_online,
domestic:MM1941:outline-1942-1949-xian-minmeng-xibei-zongzhibu-mimi-huodongdi,accepted,L3,汇编,catalogue_only_online,verified,0,,FAIL,G1_level=L3;G2_avail=catalogue_only_online,
domestic:MM1941:outline-1942-2012-shaanxi-meng-70nian,accepted,L3,汇编,catalogue_only_online,verified,no,no,FAIL,G1_level=L3;G2_avail=catalogue_only_online,
domestic:MM1941:outline-1942-shaanxi-tongzhanbu-meng-zhibu-renxuan,accepted,L3,汇编,catalogue_only_online,verified,no,no,FAIL,G1_level=L3;G2_avail=catalogue_only_online,
domestic:MM1941:outline-1943-xibei-ju-ierkuozhang-huiyi,accepted,L3,汇编,catalogue_only_online,verified,no,no,FAIL,G1_level=L3;G2_avail=catalogue_only_online,
domestic:MM1941:outline-1944-1946-minmeng-zongbu-chongqing,accepted,L3,汇编,catalogue_only_online,verified,no,no,FAIL,G1_level=L3;G2_avail=catalogue_only_online,
domestic:MM1941:outline-1946-1949-minmeng-zongbu-shanghai,accepted,L3,汇编,catalogue_only_online,verified,0,,FAIL,G1_level=L3;G2_avail=catalogue_only_online,
domestic:MM1941:outline-1946-1949-nanfang-mengshi-shiling,accepted,L3,汇编,catalogue_only_online,verified,0,,FAIL,G1_level=L3;G2_avail=catalogue_only_online,
domestic:MM1941:outline-1946-1953-jiangsu-meng-biannian-shi,accepted,L3,汇编,catalogue_only_online,verified,no,no,FAIL,G1_level=L3;G2_avail=catalogue_only_online,
domestic:MM1941:outline-1946-beiyoudang-tewu-qinfeng-bao,accepted,L3,汇编,catalogue_only_online,verified,no,no,FAIL,G1_level=L3;G2_avail=catalogue_only_online,
domestic:MM1941:outline-1946-nian-shengming-jianghua-neirong,accepted,L3,汇编,catalogue_only_online,verified,0,,FAIL,G1_level=L3;G2_avail=catalogue_only_online,
domestic:MM1941:outline-1947-1949-zhongyang-zongzhanhui-lianhehuiyi,accepted,L3,汇编,catalogue_only_online,verified,no,no,FAIL,G1_level=L3;G2_avail=catalogue_only_online,
domestic:MM1941:outline-1949qian-beijing-minmeng-biannian-shi,accepted,L3,汇编,catalogue_only_online,verified,no,no,FAIL,G1_level=L3;G2_avail=catalogue_only_online,
domestic:MM1941:outline-jianguoqian-fujian-mengshi-ziliao-shang,accepted,L3,汇编,catalogue_only_online,verified,no,no,FAIL,G1_level=L3;G2_avail=catalogue_only_online,
domestic:MM1941:outline-jianguoqian-fujian-mengshi-ziliao-xia,accepted,L3,汇编,catalogue_only_online,verified,0,,FAIL,G1_level=L3;G2_avail=catalogue_only_online,
domestic:MM1941:outline-jianguoqian-fujian-mengshi-ziliao-zhong,accepted,L3,汇编,catalogue_only_online,verified,0,,FAIL,G1_level=L3;G2_avail=catalogue_only_online,
domestic:MM1941:outline-shaanxi-minmeng-shi,accepted,L3,汇编,catalogue_only_online,verified,0,,FAIL,G1_level=L3;G2_avail=catalogue_only_online,
domestic:MM1941:outline-shaanxi-sheng-zhibu-choubei-weiyuanhui-mingdan,accepted,L3,汇编,catalogue_only_online,verified,0,,FAIL,G1_level=L3;G2_avail=catalogue_only_online,
domestic:MM1941:outline-shanghai-minmeng-biannian-shi,accepted,L3,汇编,catalogue_only_online,verified,no,no,FAIL,G1_level=L3;G2_avail=catalogue_only_online,
domestic:MM1941:platform-anchor-minmeng1941-cn,accepted,L3,汇编,catalogue_only_online,verified,no,no,FAIL,G1_level=L3;G2_avail=catalogue_only_online,
domestic:MMC:lijie-zhongyang-weiyuanhui-index,accepted,L2,汇编,catalogue_only_online,verified,no,yes,FAIL,G2_avail=catalogue_only_online,
domestic:MMC:lingdao-jiegou-2026,accepted,L2,汇编,full_item_online,verified,no,yes,PASS,,
domestic:MMC:zhangcheng-latest,accepted,L2,汇编,full_item_online,verified,no,yes,PASS,,
domestic:MMC:zuzhi-jiegou,accepted,L2,汇编,full_item_online,verified,no,yes,PASS,,
domestic:MMHIST:chang-dong-sun-freedom-1946-01-14,accepted,L2,汇编,surrogate_online,verified,yes,no,FAIL,G5_ocr_draft,
domestic:MMHIST:chang-lan-pcc-opening-1946-01-10,accepted,L2,汇编,surrogate_online,verified,yes,no,FAIL,G5_ocr_draft,
domestic:MMHIST:chang-po-chun-national-assembly-1946-01-17,accepted,L2,汇编,surrogate_online,verified,yes,no,FAIL,G5_ocr_draft,
domestic:MMHIST:congress-declaration-1945,accepted,L2,汇编,surrogate_online,verified,yes,no,FAIL,G5_ocr_draft,
domestic:MMHIST:formation-declaration-1941,accepted,L2,汇编,surrogate_online,verified,yes,no,FAIL,G5_ocr_draft,
domestic:MMHIST:huang-yan-pei-common-program-1946-01-16,accepted,L2,汇编,surrogate_online,verified,yes,no,FAIL,G5_ocr_draft,
domestic:MMHIST:huang-yan-pei-constitution-draft-1946-01-19,accepted,L2,汇编,surrogate_online,verified,yes,no,FAIL,G5_ocr_draft,
domestic:MMHIST:league-banned-1947-10-27,accepted,L2,汇编,surrogate_online,verified,yes,no,FAIL,G5_ocr_draft,
domestic:MMHIST:league-dissolution-announcement-1947-11-06,accepted,L2,汇编,surrogate_online,verified,yes,no,FAIL,G5_ocr_draft,
domestic:MMHIST:league-military-proposal-1946-01-16,accepted,L2,汇编,surrogate_online,verified,yes,no,FAIL,G5_ocr_draft,
domestic:MMHIST:li-gongpu-protest-1946-07-12,accepted,L2,汇编,surrogate_online,verified,yes,no,FAIL,G5_ocr_draft,
domestic:MMHIST:li-gongpu-statement-1946-07-17,accepted,L2,汇编,surrogate_online,verified,yes,no,FAIL,G2_avail=surrogate 但证据类型非影像;G5_ocr_draft,
domestic:MMHIST:lo-lung-chi-common-program-1946-01-16,accepted,L2,汇编,surrogate_online,verified,yes,no,FAIL,G5_ocr_draft,
domestic:MMHIST:lo-lung-chi-government-reorganization-1946-01-14,accepted,L2,汇编,surrogate_online,verified,yes,no,FAIL,G5_ocr_draft,
domestic:MMHIST:lo-lung-chi-national-assembly-1946-01-17,accepted,L2,汇编,surrogate_online,verified,yes,no,FAIL,G5_ocr_draft,
domestic:MMHIST:organization-regulation-1945,accepted,L2,汇编,surrogate_online,verified,yes,no,FAIL,G5_ocr_draft,
domestic:MMHIST:platform-1945,accepted,L2,汇编,surrogate_online,verified,yes,no,FAIL,G5_ocr_draft,
domestic:MMHIST:political-report-1945,accepted,L2,汇编,surrogate_online,verified,yes,no,FAIL,G5_ocr_draft,
domestic:MMHIST:program-draft-1944-09-19,accepted,L2,汇编,surrogate_online,verified,yes,no,FAIL,G5_ocr_draft,
domestic:MMHIST:situation-talk-1946-01-02,accepted,L2,汇编,surrogate_online,verified,yes,no,FAIL,G5_ocr_draft,
domestic:MMHIST:wen-yiduo-emergency-statement-1946-07-16,accepted,L2,汇编,surrogate_online,verified,yes,no,FAIL,G5_ocr_draft,
domestic:MMHIST:yannan-meeting-minutes-1945-07-04,accepted,L2,汇编,catalogue_only_online,verified,no,yes,FAIL,G2_avail=catalogue_only_online,
domestic:MMHIST:zhang-bo-jun-common-program-1946-01-16,accepted,L2,汇编,surrogate_online,verified,yes,no,FAIL,G5_ocr_draft,
domestic:MMSH:guangmingbao-formation-editorial-1941,accepted,L4,汇编,full_item_online,verified,no,no,FAIL,G1_level=L4,
domestic:MMSH:lead-新中国成立前民盟对政治协商制度的贡献,accepted,L4,汇编,full_item_online,verified,no,no,FAIL,G1_level=L4,
domestic:MMSH:web-bases,accepted,L4,待定,full_item_online,verified,,,FAIL,G1_level=L4;G3_class=待定,
domestic:MMSH:web-history,accepted,L4,汇编,full_item_online,verified,no,no,FAIL,G1_level=L4,
domestic:MMSH:web-intro,accepted,L4,待定,full_item_online,verified,,,FAIL,G1_level=L4;G3_class=待定,
domestic:MMSH:web-leaders,accepted,L4,待定,full_item_online,verified,,,FAIL,G1_level=L4;G3_class=待定,
domestic:MMSH:web-liukaiqu,accepted,L4,汇编,full_item_online,verified,no,no,FAIL,G1_level=L4,
domestic:MMSH:web-newspapers,accepted,L4,待定,full_item_online,verified,,,FAIL,G1_level=L4;G3_class=待定,
domestic:MMSH:web-office-history,accepted,L4,汇编,full_item_online,verified,no,no,FAIL,G1_level=L4,
domestic:MMSH:web-political-cooperation,accepted,L4,汇编,full_item_online,verified,no,no,FAIL,G1_level=L4,
domestic:MMSH:web-zhanglan,accepted,L4,待定,full_item_online,verified,,,FAIL,G1_level=L4;G3_class=待定,
domestic:MMYunnan:democracy-weekly-run-1944-1946,accepted,L4,二手,catalogue_only_online,verified,no,no,FAIL,G1_level=L4;G2_avail=catalogue_only_online;G3_class=二手,
domestic:MMZY:1945-first-congress-page,accepted,L4,汇编,full_item_online,verified,no,no,FAIL,G1_level=L4,
domestic:MMZY:lead-周恩来与第一届人民政协会议的召开,accepted,L4,汇编,full_item_online,verified,no,no,FAIL,G1_level=L4,
domestic:MMZY:lead-楚图南-民盟文章,accepted,L4,汇编,full_item_online,verified,no,no,FAIL,G1_level=L4,
domestic:MX:cheng-boren-1942-join-northwest-org,needs_human_review,L3,汇编,not_online,unpublished,0,,FAIL,G1_level=L3;G2_avail=not_online;G4_catref_status=unpublished,
domestic:MX:ding-cong-1942-chongqing-artist,needs_human_review,L3,汇编,not_online,unpublished,0,,FAIL,G1_level=L3;G2_avail=not_online;G4_catref_status=unpublished,
domestic:MX:lu-jinhua-1942-yueju-troupe,needs_human_review,L3,汇编,not_online,unpublished,0,,FAIL,G1_level=L3;G2_avail=not_online;G4_catref_status=unpublished,
domestic:MX:shang-ding-1942-journalist-secretary,needs_human_review,L3,汇编,not_online,unpublished,0,,FAIL,G1_level=L3;G2_avail=not_online;G4_catref_status=unpublished,
domestic:MX:shang-ding-1943-11-join-mengxian,needs_human_review,L3,汇编,not_online,unpublished,0,,FAIL,G1_level=L3;G2_avail=not_online;G4_catref_status=unpublished,
domestic:MX:wang-lingu-1942-art-troupe,needs_human_review,L3,汇编,not_online,unpublished,0,,FAIL,G1_level=L3;G2_avail=not_online;G4_catref_status=unpublished,
domestic:NGD:jie-fang-qian-jiao-tuan-ji-fengyun,accepted,L2,汇编,full_item_online,verified,no,yes,PASS,,
domestic:NGD:ngd-org-cn-history-1930-shanghai,accepted,L2,汇编,full_item_online,verified,no,yes,PASS,,
domestic:NGD:website-jianjie-anchor,accepted,L2,汇编,full_item_online,verified,no,yes,PASS,,
domestic:NJSH:2nd-Historical-Archives-1912-1949-220w-juan,accepted,L3,待定,catalogue_only_online,verified,yes,no,FAIL,G1_level=L3;G2_avail=catalogue_only_online;G3_class=待定;G5_ocr_draft,
domestic:NLC:dagongbao-hankow-1947-11-04-league-dissolution-meeting,accepted,L1,一手,full_item_online,verified,0,,PASS,,
domestic:NLC:dagongbao-hankow-1947-11-04-zhang-qun-notice,accepted,L1,一手,full_item_online,verified,no,yes,PASS,,
domestic:NLC:dagongbao-hankow-1947-11-06-league-dissolution,accepted,L1,一手,full_item_online,verified,no,yes,PASS,,
domestic:NLC:dagongbao-shanghai-1947-11-06-page2-full,accepted,L1,一手,full_item_online,verified,no,yes,PASS,,
domestic:NLC:dagongbao-tianjin-1947-11-06-page2-full,accepted,L1,一手,full_item_online,verified,0,,PASS,,
domestic:NLC:guangmingbao-1946-issue01,accepted,L1,一手,full_item_online,verified,no,yes,PASS,,
domestic:NLC:guangmingbao-1946-issue01-liu-simou-youth-degeneration,accepted,L1,一手,full_item_online,verified,0,,PASS,,
domestic:NLC:guangmingbao-1946-issue01-refounding-editorial,accepted,L1,一手,full_item_online,verified,no,yes,PASS,,
domestic:NLC:guangmingbao-1946-issue01-shen-zhiyuan-minmeng-current-situation-proposal,accepted,L1,一手,full_item_online,verified,0,,PASS,,
domestic:NLC:guangmingbao-1946-issue02,accepted,L1,一手,full_item_online,verified,no,yes,PASS,,
domestic:NLC:guangmingbao-1946-issue02-huang-yaomian-us-imperialism-china,accepted,L1,一手,full_item_online,verified,0,,PASS,,
domestic:NLC:guangmingbao-1946-issue02-people-power-editorial,accepted,L1,一手,full_item_online,verified,no,yes,PASS,,
domestic:NLC:guangmingbao-1946-issue03,accepted,L1,一手,full_item_online,verified,no,yes,PASS,,
