page_id,document_id,doc_key,title,page_label,text_length,disposition_code,citation_ready,review_status,text_excerpt,recommended_action
19498,1290,domestic-page/SRC-088458899f,《中国民主同盟临时全国代表大会宣言》公开转录,152,99,D7_SHORT_BODY_CANDIDATE,1,machine_verified,六、本会议商定事项，由本会议主席提请国民政府实施。 七、本会议设秘书处，置秘书长一人，由本会议主席指派， 酌置秘书于事及书记，由秘书长派充之。 (原裁1946年1月7日重庆《新华日报>) •123•,人工对照影像确认完整性后，方可个案解除 citation 禁令
19632,1290,domestic-page/SRC-088458899f,《中国民主同盟临时全国代表大会宣言》公开转录,286,108,D7_SHORT_BODY_CANDIDATE,1,machine_verified,但大家如能有谅解精神，到正式会议中，就有许多事情容易解 决，这个旧的观念不打破，那就不敢说，从恩内本着良心，上看 到国家，下看到百姓，本此三者来贡献意见，报效国家。 (原载1946年1月11日重庆《中央日报) 257,人工对照影像确认完整性后，方可个案解除 citation 禁令
19636,1290,domestic-page/SRC-088458899f,《中国民主同盟临时全国代表大会宣言》公开转录,290,106,D7_SHORT_BODY_CANDIDATE,1,machine_verified,家应享的胜利光荣减色，人民应享的胜利果实流产。谁都要确保 国家统一，安定社会秩序，导入民主法治的前途。我们谨以此普 遍而追切的要求，预祝政治协商会议的成功。 (原载1946年1月10日重庆中央日报) • 251•,人工对照影像确认完整性后，方可个案解除 citation 禁令
19702,1290,domestic-page/SRC-088458899f,《中国民主同盟临时全国代表大会宣言》公开转录,356,97,D7_SHORT_BODY_CANDIDATE,1,machine_verified,目前关于消弭内战的意见，至于根本消弭内战的办法，是政治民 主化的问题，范围牵涉甚广，要由政治协商会议诸位先生从长讨 论。 (1946年1月11日) (原载1946年1月12日重庆《新华日报 27,人工对照影像确认完整性后，方可个案解除 citation 禁令
19766,1290,domestic-page/SRC-088458899f,《中国民主同盟临时全国代表大会宣言》公开转录,420,102,D7_SHORT_BODY_CANDIDATE,1,machine_verified,成为止。以上所陈，否有当，敬请大会公决。 提案人：张澜、梁漱溟、罗隆基 黄炎培、沈钧儒、张申府 张东荪、张君励、章伯钧 (1946年1月16日) (原载1946年1月17日重庆新华日报>) O •391•,人工对照影像确认完整性后，方可个案解除 citation 禁令
19887,1290,domestic-page/SRC-088458899f,《中国民主同盟临时全国代表大会宣言》公开转录,541,102,D7_SHORT_BODY_CANDIDATE,1,machine_verified,共欢迎蒋主席关于实现政治协商会议决议与和平建国纲领的诺 言，希望中国国民党能本此精神，与全国人民及各党派长期合作， 使政治协商会议的一切决议，完全实现。 (原载1946年2月1日延安《解放日报) 512•,人工对照影像确认完整性后，方可个案解除 citation 禁令
19914,1290,domestic-page/SRC-088458899f,《中国民主同盟临时全国代表大会宣言》公开转录,568,113,D7_SHORT_BODY_CANDIDATE,1,machine_verified,最后讲话的曾琦先生也强调了政协的成功和各方互让精神。 时间已经到了七点半，话剧要上场。这一愉快兴奋的晚会就到此 结束，来宾们怀着欣喜转到抗建堂欣赏剧专公演的《红尘白璧》。 (原载1946年2月9日重庆新华日报) • 539 •,人工对照影像确认完整性后，方可个案解除 citation 禁令
19999,1290,domestic-page/SRC-088458899f,《中国民主同盟临时全国代表大会宣言》公开转录,653,97,D7_SHORT_BODY_CANDIDATE,1,machine_verified,切努力克服困难，完成任务，以实现全国人民之愿望。今晨我方 召集所属工作人员，一再说服，嘱忍耐继续工作，静待处理，今 日仍去执行总部继续进行工作。 (原载1946年2月24日重庆新华日报) 624,人工对照影像确认完整性后，方可个案解除 citation 禁令
18726,1291,domestic-page/SRC-257bb7be70,《中国民主同盟历史文献 1941—1949》公开扫描,2,90,D7_SHORT_BODY_CANDIDATE,1,machine_verified,53.25 中国民主同盟历史文献 1941—1949 中国民主同盟中央文史资料委员会编 *200146733* 中央社会主义学院 图书馆 ★藏书★ 赠 文史資科出版社 一九八三・四,人工对照影像确认完整性后，方可个案解除 citation 禁令
18763,1291,domestic-page/SRC-257bb7be70,《中国民主同盟历史文献 1941—1949》公开扫描,39,101,D7_SHORT_BODY_CANDIDATE,1,machine_verified,十、在当前政务上亟应注意下列各项：（一）厉行后方节约运 动，切实改善前方待遇。（二）纠正各种行政上妨碍生产之措施， 以苏民困，并力谋民生之改善。（三）健全监察机关，切实为各种 行政上弊端之澄清。 2 Y,人工对照影像确认完整性后，方可个案解除 citation 禁令
18858,1291,domestic-page/SRC-257bb7be70,《中国民主同盟历史文献 1941—1949》公开扫描,134,96,D7_SHORT_BODY_CANDIDATE,1,machine_verified,（六）关于联合政府的产生问题，民盟主张由政治协商会议 共同协议，成立联合政府，联合政府仍系临时性的，由联合政府 才能过渡到宪政的实施，因在联合政府中才能够监督进行公平的 选举。 • 104 •,人工对照影像确认完整性后，方可个案解除 citation 禁令
18862,1291,domestic-page/SRC-257bb7be70,《中国民主同盟历史文献 1941—1949》公开扫描,138,86,D7_SHORT_BODY_CANDIDATE,1,machine_verified,章乃器 刘清扬 胡厥文 柳亚子 史良 李公朴 蒋匀田 周鲸文 杜国庠 廖国镇 郭沫若 冯乃超 陶行知 刘王立明 曹孟君 郭思明 甘祠森 黃墨涵 何公敢 侯外庐 35 108,人工对照影像确认完整性后，方可个案解除 citation 禁令
18878,1291,domestic-page/SRC-257bb7be70,《中国民主同盟历史文献 1941—1949》公开扫描,154,96,D7_SHORT_BODY_CANDIDATE,1,machine_verified,执行之。在执行时，仍由该委员会负责监督考核之责，直至任务 完成为止。以上所陈，是否有当，敬请大会公决。 罗隆基 提案人张澜梁漱溟 张申府 黄炎培 沈钧儒 章伯钧 张东荪 张君励 • 124 ●,人工对照影像确认完整性后，方可个案解除 citation 禁令
18880,1291,domestic-page/SRC-257bb7be70,《中国民主同盟历史文献 1941—1949》公开扫描,156,106,D7_SHORT_BODY_CANDIDATE,1,machine_verified,同盟提案中的整军计划委员会应为主体，而军事三人小组只 是做初步整编工作，可看为大工作中的一部分。其次，全国任何 党派的军队都要整编，不是只要一个党交出军队，也不应把其它 军队都看成就是国家的军队。 ● 126 •,人工对照影像确认完整性后，方可个案解除 citation 禁令
18891,1291,domestic-page/SRC-257bb7be70,《中国民主同盟历史文献 1941—1949》公开扫描,167,85,D7_SHORT_BODY_CANDIDATE,1,machine_verified,和发展。所以主张应本联省精神，在中共领导区域试行，并从法 律上承认他，这样问题就能解决。这种解决办法，不仅对中共领 导区域，对整个国家的进步，都很有关系。 • 137 •,人工对照影像确认完整性后，方可个案解除 citation 禁令
18906,1291,domestic-page/SRC-257bb7be70,《中国民主同盟历史文献 1941—1949》公开扫描,182,104,D7_SHORT_BODY_CANDIDATE,1,machine_verified,的官僚资本；(2)这种借款最好在联合政府成立后举行，因为联合 政府可以决定款项用途，可以制定预决算；（3）政府应组织一个 管理外债委员会，由各党各派代表及专家参加，以监督管理用途 而杜绝贪污。 • 152 •,人工对照影像确认完整性后，方可个案解除 citation 禁令
18937,1291,domestic-page/SRC-257bb7be70,《中国民主同盟历史文献 1941—1949》公开扫描,213,97,D7_SHORT_BODY_CANDIDATE,1,machine_verified,证以后不得发生同类事件。 同时，本支部也正式向全国各界呼吁，请对我们上项的抗 议，一致予以有力的声援，并本着李先生的精神，为中国的和平 民主，继续奋斗，直至目的达到为止。 里 • 183 • 1,人工对照影像确认完整性后，方可个案解除 citation 禁令
18947,1291,domestic-page/SRC-257bb7be70,《中国民主同盟历史文献 1941—1949》公开扫描,223,88,D7_SHORT_BODY_CANDIDATE,1,machine_verified,四、解决半年来各地的一切暴行血案。 关于政治方面 一、立刻停止全面内战，重开政治协商会议。 二、立即依照政协决议，改组政府，实行宪政。 三、立刻释放一切政治犯。 • 193 •,人工对照影像确认完整性后，方可个案解除 citation 禁令
18959,1291,domestic-page/SRC-257bb7be70,《中国民主同盟历史文献 1941—1949》公开扫描,235,86,D7_SHORT_BODY_CANDIDATE,1,machine_verified,种机关不取消，民主同盟不参加政府”(本盟发言人谈话)。我们坚 持这一主张到底。我们更庄严地以此正告当前政府，这是顶起码 的一点，先把这点做到，然后再谈其它！ • 205 •,人工对照影像确认完整性后，方可个案解除 citation 禁令
18962,1291,domestic-page/SRC-257bb7be70,《中国民主同盟历史文献 1941—1949》公开扫描,238,116,D7_SHORT_BODY_CANDIDATE,1,machine_verified,君均居首列，事后果一一如其所传不虚，据闻此外列名其间者， 尚有本同盟政协代表及各地负责者数人。并此提请政府注意为 幸。端此函陈，伫候覆教。顺颂政祺。 梁漱溟 张君励 黄炎培沈钧儒 章伯钧 同启 罗隆基 张申府 七月二十二日 208·,人工对照影像确认完整性后，方可个案解除 citation 禁令
18963,1291,domestic-page/SRC-257bb7be70,《中国民主同盟历史文献 1941—1949》公开扫描,239,116,D7_SHORT_BODY_CANDIDATE,1,machine_verified,中国民主同盟总部秘书处紧急启事 (一九四六年八月五日) 近来发现湖北、浙江等地方有人假冒本同盟名义散送入盟志 愿书暨登记表格招收盟员情事，为此登报声明希各界人士审慎鉴 别勿堕骗局为幸。 中国民主同盟总部秘书处启 t. • 209 •,人工对照影像确认完整性后，方可个案解除 citation 禁令
18983,1291,domestic-page/SRC-257bb7be70,《中国民主同盟历史文献 1941—1949》公开扫描,259,83,D7_SHORT_BODY_CANDIDATE,1,machine_verified,预，特此郑重声明，尚希政府注意，并裁夺见复为幸。专布敬请 政安 黄炎培 张东荪 沈钧儒 张君励 章伯钧 罗隆基 张申府 梁漱溟 一九四六年八月三十一日 • 229 •,人工对照影像确认完整性后，方可个案解除 citation 禁令
19043,1291,domestic-page/SRC-257bb7be70,《中国民主同盟历史文献 1941—1949》公开扫描,319,106,D7_SHORT_BODY_CANDIDATE,1,machine_verified,们民主同盟更应该有这种信心。中国民主同盟从成立之日起就担 负了一个历史的使命，那就是争取中国的和平、团结、统一、民 主。我们就应把握住这个时机，以完成这个使命。我们的前途只 有成功，不会失败！ 1 • 289 •,人工对照影像确认完整性后，方可个案解除 citation 禁令
19078,1291,domestic-page/SRC-257bb7be70,《中国民主同盟历史文献 1941—1949》公开扫描,354,81,D7_SHORT_BODY_CANDIDATE,1,machine_verified,帝国侵略主义应立即退出中国！中国人要解决中国问题。中国人 应以中国的民主和平，促进世界的民主和平。这是民盟的主张， 这亦是民盟今天努力的途径。谨此宣言！ 324。,人工对照影像确认完整性后，方可个案解除 citation 禁令
19081,1291,domestic-page/SRC-257bb7be70,《中国民主同盟历史文献 1941—1949》公开扫描,357,100,D7_SHORT_BODY_CANDIDATE,1,machine_verified,政为职志，今既任行政院长，对调整朝野党派关系一事，不止权 有所属，实亦责有所归。如荷同意，本盟愿即推选代表与阁下晤 商。如何之处，敬候明教，端肃，敬颂勋安。 中国民主同盟主席 张澜谨启 • 327 •,人工对照影像确认完整性后，方可个案解除 citation 禁令
19132,1291,domestic-page/SRC-257bb7be70,《中国民主同盟历史文献 1941—1949》公开扫描,408,100,D7_SHORT_BODY_CANDIDATE,1,machine_verified,十、制定保侨政策，维护海外华侨利益！ 十一、反对美国反动派的对华侵略政策！ 十二、一切真正爱好民主和平的国家和人民联合起来！ 十三、被压迫的民族联合起来，争取民族解放 十四、中国民主胜利万岁！ 378,人工对照影像确认完整性后，方可个案解除 citation 禁令
19203,1291,domestic-page/SRC-257bb7be70,《中国民主同盟历史文献 1941—1949》公开扫描,479,104,D7_SHORT_BODY_CANDIDATE,1,machine_verified,的必然情势之下，实无异对全国老百姓之最残暴的掠夺。虽然国 民党蒋政府如此穷凶极恶，不顾一切的掠夺与挣扎，我们深信这 一举措不仅丝毫不能有补于其没落的命运，而且势必相反的更将 加速其整个的崩溃。 • 449 •,人工对照影像确认完整性后，方可个案解除 citation 禁令
19206,1291,domestic-page/SRC-257bb7be70,《中国民主同盟历史文献 1941—1949》公开扫描,482,113,D7_SHORT_BODY_CANDIDATE,1,machine_verified,中国民主同盟电贺华北人民政府成立 (一九四八年九月五日) 华北人民政府各委员公鉴： 顷悉华北人民政府正式成立，解除华北人民束缚，树立未来 全国民主联合政权初基，殊堪庆幸。特电驰贺，并致敬礼。 中国民主同盟印申江 • 452 •,人工对照影像确认完整性后，方可个案解除 citation 禁令
19233,1291,domestic-page/SRC-257bb7be70,《中国民主同盟历史文献 1941—1949》公开扫描,509,96,D7_SHORT_BODY_CANDIDATE,1,machine_verified,（二十四）现今美国驻华军事顾问团的开支。 所有以上美国官方承认的直接援助和美国在华驻军的用费， 总数已超过四十四亿美元，至于美国官方承认了项目，但未宣布 款额的，还未包括在内。 ● 479 •,人工对照影像确认完整性后，方可个案解除 citation 禁令
19258,1291,domestic-page/SRC-257bb7be70,《中国民主同盟历史文献 1941—1949》公开扫描,534,109,D7_SHORT_BODY_CANDIDATE,1,machine_verified,谋。因为帝国主义者的策动调停，实际就是企图干涉中国内政。 但中国的事，只有中国人民自己有权来处理，任何外国的干涉， 我们是要坚决反对的。 本盟兹特吁请全国同胞，一致为实现真正持久的彻底的民主 的和平而坚决奋斗。 504,人工对照影像确认完整性后，方可个案解除 citation 禁令
19280,1291,domestic-page/SRC-257bb7be70,《中国民主同盟历史文献 1941—1949》公开扫描,556,112,D7_SHORT_BODY_CANDIDATE,1,machine_verified,国民党革命委员会驻港办事处 中国人民救国会港九分会 中国农工民主党华南分会 中国致公党香港支部 中国国民党民主促进会港九总分会 中国民主促进会华南分会 中国国民党三民主义同志联合会香港分会 民主建国会香港分会 • 526 •,人工对照影像确认完整性后，方可个案解除 citation 禁令
19290,1291,domestic-page/SRC-257bb7be70,《中国民主同盟历史文献 1941—1949》公开扫描,566,107,D7_SHORT_BODY_CANDIDATE,1,machine_verified,中国民主同盟总部临工会 致民盟主席张澜等脱险慰问电 (一九四九年五月三十日) 张主席表方并转努生、存初、茂荪、则沉诸同志： 上海解放，闻诸同志已脱险。特电慰问并盼电告近况。 盟总临工会全体同人 五月三十日 536•,人工对照影像确认完整性后，方可个案解除 citation 禁令
19294,1291,domestic-page/SRC-257bb7be70,《中国民主同盟历史文献 1941—1949》公开扫描,570,90,D7_SHORT_BODY_CANDIDATE,1,machine_verified,中国民主同盟主席张澜复电 (一九四九年六月一日) 沈衡山、黄任之、章伯钧兄转民盟临工会公鉴： 各电敬悉。盟员中有数人遭难，弟等平安脱险。 澜、努、良、沉同叩 六月一日 • 540•,人工对照影像确认完整性后，方可个案解除 citation 禁令
19304,1291,domestic-page/SRC-257bb7be70,《中国民主同盟历史文献 1941—1949》公开扫描,580,90,D7_SHORT_BODY_CANDIDATE,1,machine_verified,附录 毛主席和周恩来同志祝词 毛主席祝词 (一九四九年六月十六日) 团结起来 光明在望 庆祝光明日报出版 毛泽东 周恩来同志祝词 (一九四九年六月十六日) 光明之路 周恩来 550,人工对照影像确认完整性后，方可个案解除 citation 禁令
17625,1293,domestic-page/NLC416-01jh004281-12557,《民主同盟文獻》1946,13,82,D7_SHORT_BODY_CANDIDATE,1,machine_verified,十在當前政務上函應注寬下列各項一勵行後方節約運動切實改善前方待遇 察機關切實爲各稱行政上弊端之澄清。 二糾正各種行政上妨礙生產之措施以蘇民困井力牒民生之改善三健全監,人工对照影像确认完整性后，方可个案解除 citation 禁令
17641,1293,domestic-page/NLC416-01jh004281-12557,《民主同盟文獻》1946,29,80,D7_SHORT_BODY_CANDIDATE,1,machine_verified,計與其空談還政於民何如實行與民合作以免自誤誤國之爲愈也邦人君子幸共圖之 詞以佈觀聽則不惟當前一切困難間題無從解決整個國家民族且有陷於分裂破碎之處爲國民黨 一21,人工对照影像确认完整性后，方可个案解除 citation 禁令
17772,1293,domestic-page/NLC416-01jh004281-12557,《民主同盟文獻》1946,160,94,D7_SHORT_BODY_CANDIDATE,1,machine_verified,那無異破大局。 20。 共也不是反對民盟那是國民黨在政治上不肯讓步以求得交換之成功以遂其破壞政協之私圖 末了一句話根據以上說明國民黨必須儘量做讓共產黨放心的事若自己不肯在政治上讓步 152,人工对照影像确认完整性后，方可个案解除 citation 禁令
17802,1294,domestic-page/NLC511-027032013012333-19131,《民主同盟文獻》另一扫描本,14,83,D7_SHORT_BODY_CANDIDATE,1,machine_verified,十在當前政務上亟應注意下列各項一勵行後方節約運動切實改善前方待遇 察機關，切實爲各種行政上弊端之澄清。 二糾正各種行政上妨礙生產之措施以蘇民困井力謀民生之改善三健全監,人工对照影像确认完整性后，方可个案解除 citation 禁令
17818,1294,domestic-page/NLC511-027032013012333-19131,《民主同盟文獻》另一扫描本,30,84,D7_SHORT_BODY_CANDIDATE,1,machine_verified,計與其空談還政於民何如實行與民合作以免自誤誤國之爲愈也邦人君子幸共圖之。 詞以佈觀聽則不惟當前一切困難問題無從解決整個國家民族且有陷於分裂破碎之虞。爲國民黨 2 21一,人工对照影像确认完整性后，方可个案解除 citation 禁令
17949,1294,domestic-page/NLC511-027032013012333-19131,《民主同盟文獻》另一扫描本,161,97,D7_SHORT_BODY_CANDIDATE,1,machine_verified,那無異破壊大局。 假D。 共也不是反對民盟那是國民黨在政治上不肯讓步以求得交換之成功以遂其破壞政協之私圖 末了一句話根據以上說明國民黨必須儘量做讓共產黨放心的事若自己不肯在政治上讓步 152 j,人工对照影像确认完整性后，方可个案解除 citation 禁令
17953,1294,domestic-page/NLC511-027032013012333-19131,《民主同盟文獻》另一扫描本,165,117,D7_SHORT_BODY_CANDIDATE,1,machine_verified,政四不贊成五五憲章主張繼續由全國各黨各派無黨無派繼續商討一符合全國民意的憲章 力三民盟不贊成非正式五人小組因爲違反政協精神又是由美國人當主席顯然是干涉內 後民盟決不願也無力幫助那方打那方而是一個獨立的政團仍然繼續爲呼籲團結促成合作而努,人工对照影像确认完整性后，方可个案解除 citation 禁令
20148,1304,domestic-ocr/S3:domestic:NLC:minmeng-wenxian-1946-situation-declaration-1945-01-15,时局宣言,page-0029,113,D6_OCR_GARBLED,1,review_only,计与其空谈还政于民何如实行与民合作以免自误误国之为愈也邦人君子幸共图之 词以布观听则不惟当前一切困难间题无从解决整个国家民族且有陷于分裂破碎之处为国民党 一21 <!-- month-task-ocr-complete -->,重 OCR 或人工对照影像；citation 禁止
20326,1342,domestic-ocr/S3:domestic:NLC:guangmingbao-1948-1949-v1n12,《光明報》1948年1卷12期（1948-08-16）,page-0001,57,D6_OCR_GARBLED,1,review_only,东至旅汽 4三 12 D 日六十月八年七 武客容 <!-- month-task-ocr-complete -->,重 OCR 或人工对照影像；citation 禁止
20331,1345,domestic-ocr/S3:domestic:NLC:guangmingbao-1948-1949-v2n12,《光明報》1949年2卷12期（1949-02-12）,page-0001,95,D6_OCR_GARBLED,1,review_only,报明光 怎样将革命进行到底 谈台湾解放问题 我们对和平的态度 追悼冯裕芳同志特辑 卷 新 8233 报 明 光 版出日六 A <!-- month-task-ocr-complete -->,重 OCR 或人工对照影像；citation 禁止
20337,1348,domestic-ocr/S3:domestic:NLC:minmeng-wenxian-1946-whole,《民主同盟文獻》,page-0002,62,D4_COVER_TITLE,1,review_only,民主同盟文献 中国民主同盟总部编印 中华民国三十五年十二月 <!-- month-task-ocr-complete -->,结构保留；citation 禁止（可用作题名辅助）
20338,1348,domestic-ocr/S3:domestic:NLC:minmeng-wenxian-1946-whole,《民主同盟文獻》,page-0002,60,D2_LIBRARY_STAMP,1,review_only,上海图书馆藏书 A541 212 0022 87788 <!-- month-task-ocr-complete -->,保留结构用途；不作为正文证据；citation 禁止
20350,1350,domestic-ocr/S3:domestic:NLC:minmeng-wenxian-1946-ten-program,中国民主政团同盟对时局主张纲领,page-0013,115,D6_OCR_GARBLED,1,review_only,十在当前政务上函应注宽下列各项一励行后方节约运动切实改善前方待遇 察机关切实为各称行政上弊端之澄清。 二纠正各种行政上妨碍生产之措施以苏民困井力牒民生之改善三健全监 <!-- month-task-ocr-complete -->,重 OCR 或人工对照影像；citation 禁止
20462,1427,domestic-ocr/S3:domestic:NLC:minmeng-yanlunji-1945-whole,《中國民主同盟言論集》,page-0001,57,D4_COVER_TITLE,1,review_only,中国民主同盟言论集 时事研究社出版 章专 店曹华 <!-- month-task-ocr-complete -->,结构保留；citation 禁止（可用作题名辅助）
20463,1427,domestic-ocr/S3:domestic:NLC:minmeng-yanlunji-1945-whole,《中國民主同盟言論集》,page-0002,65,D2_LIBRARY_STAMP,1,review_only,上海图书馆藏书 A541 212 0019 9602B 香姐 D <!-- month-task-ocr-complete -->,保留结构用途；不作为正文证据；citation 禁止
20464,1427,domestic-ocr/S3:domestic:NLC:minmeng-yanlunji-1945-whole,《中國民主同盟言論集》,page-0003,99,D6_OCR_GARBLED,1,review_only,明中选编而成集特此声用 中国民主同盟机关报民主居问第期至第七 本书各文均系由九四五年十月日发刊之 4 文社 香理 华D 459509 <!-- month-task-ocr-complete -->,重 OCR 或人工对照影像；citation 禁止
20467,1427,domestic-ocr/S3:domestic:NLC:minmeng-yanlunji-1945-whole,《中國民主同盟言論集》,page-0006,92,D6_OCR_GARBLED,1,review_only,只要不自杀停止内战 快呼新团结 民主大同盟 外人亦尊重 救我主人翁老百姓 大平又大公 题赠民主星期刊 王 鑫炬 一型D <!-- month-task-ocr-complete -->,重 OCR 或人工对照影像；citation 禁止
20567,1427,domestic-ocr/S3:domestic:NLC:minmeng-yanlunji-1945-whole,《中國民主同盟言論集》,page-0106,66,D2_LIBRARY_STAMP,1,review_only,上海图书馆藏书 A541 212 0019 9602B 香姫 汉D <!-- month-task-ocr-complete -->,保留结构用途；不作为正文证据；citation 禁止
20675,1513,domestic-ocr/SAAC:domestic:SAAC:51koukou-p01-dde14,56 名民主人士贺电及毛泽东、朱德复电（1949-02-01 至 02）,page-03,104,D7_SHORT_BODY_CANDIDATE,1,review_only,冯见。 三 贺，并欲璧芳尚希不遗，时赐指导。 亲安娥美茂花何假科元赖至为孔德 起孟严佳民李民政、梅艺明、池方通周 有定一章乃器、李德金、胡金之沙千里茅广 李济深、沈鸽儒马叔伦、郭诛著、谭平山、 建 电覆 李济,人工对照影像确认完整性后，方可个案解除 citation 禁令
20676,1513,domestic-ocr/SAAC:domestic:SAAC:51koukou-p01-dde14,56 名民主人士贺电及毛泽东、朱德复电（1949-02-01 至 02）,page-04,95,D7_SHORT_BODY_CANDIDATE,1,review_only,后起的人民表把了英雄气概 河佬北 无先 国人 中华民族 鲜鱼 故手 固南 李文宝年 之所 77 人民周仕富门 八致书起一相与功 汉汉深使外庐池 0 C 0 共 0 此次 人民游极 电文如下：,人工对照影像确认完整性后，方可个案解除 citation 禁令
20677,1513,domestic-ocr/SAAC:domestic:SAAC:51koukou-p01-dde14,56 名民主人士贺电及毛泽东、朱德复电（1949-02-01 至 02）,page-05,100,D7_SHORT_BODY_CANDIDATE,1,review_only,古覆始春欢近。 中国的共同事书菲得迅连的成功特电 班店到社像建设新 为民主 厉为真焉民主的和平而高斗此先生 必须全国功民主力量同德同心再接再 名口待夜判 食的辞人完全 朱德 元湾东 隔求孤立胜之对因以,人工对照影像确认完整性后，方可个案解除 citation 禁令
20690,1518,domestic-ocr/SAAC:domestic:SAAC:51koukou-p02-dde01-f1,新政治协商会议筹备会各小组开会概要（1949-06 至 07）,page-01,82,D7_SHORT_BODY_CANDIDATE,1,review_only,准时出席为荷 政殿台开成立会敬特函达并附入场证一枚即希 议各单位之协商决定于六月十五日下午七时半在中南海勤 新政治协商会议筹备会业经参加新政治协商会 先生 中 此致,人工对照影像确认完整性后，方可个案解除 citation 禁令
20699,1525,domestic-ocr/SAAC:domestic:SAAC:51koukou-p03-dde01-f1,周恩来、李维汉在中国人民政治协商会议筹备会第二次全体会议上讲话（1949-09-17）,page-01,56,D7_SHORT_BODY_CANDIDATE,1,review_only,九四九年八月十七日秋八年 的经通作-个样细的很合 读：无前时出了一个和多本无的右带·但天有世因题道实做求各于自时,人工对照影像确认完整性后，方可个案解除 citation 禁令
