candidate_id,period,repository_code,repository_name,title,document_date,authenticity_level_accepted,evidence_grade,source_url,source_family,source_kind,citation_ready,review_status,catalog_reference,sha256,page_count,cluster_id,cluster_role,needs_ocr,notes
domestic:NLC:guangmingbao-1948-1949-v2n1-article,1946-1950,NLC,,,1949-01-10,L1,L1_citation_ready,https://commons.wikimedia.org/wiki/File:NLC404-01J000514-10515_光明報_1949年2卷1期.pdf,国内党政机关与档案馆,press_scan,yes,accepted,,,0,DCL-0015,duplicate,no,《光明報》1949年第二卷第一期PDF第2页页首大题可辨为《新政協問題筆談》；同页列出罗子为、沈志远、陈此生等征稿/作者名单及三项问题（新政协到联合政府、怎样的新中国、共同纲领）。PDF第3页转入《论美蒋…》等其他文章，故本轮将笔谈正文页界保守记为PDF第2页。
domestic:NLC:guangmingbao-1948-1949-v2n12-article,1946-1950,NLC,,,1949-02-12,L1,L1_citation_ready,https://commons.wikimedia.org/wiki/File:NLC404-01J000514-72821_光明報_1949年2卷12期.pdf,国内党政机关与档案馆,press_scan,yes,accepted,,,0,DCL-0016,duplicate,no,《光明報》1949年第二卷第十二期PDF第2—3页连续为《我們對和平的態度》正文；第2页有全题与开篇，第3页续文可见三中全会以来和平主张；PDF第4页转入《談台灣解放問題》（庄喜农），故文章页界为PDF第2—3页。
domestic:NLC:minmeng-wenxian-1946-formation-declaration,1941-1943,NLC,,,1941-10-10,L2,L2_page_cite,https://commons.wikimedia.org/wiki/File:NLC416-01jh004281-12557_%E6%B0%91%E4%B8%BB%E5%90%8C%E7%9B%9F%E6%96%87%E7%8D%BB.pdf,国内党政机关与档案馆,press_scan,yes,accepted,,,0,DCL-0017,duplicate,no,PDF第9页正文标题明确为《中国民主政团同盟成立宣言》，题下注明中华民国三十年十月十日；正文连续至PDF第11页。该记录来自1946年民盟总部官方汇编，需与1941-10-10《光明报》原刊互校。
domestic:NLC:minmeng-wenxian-1946-ten-program,1941-1943,NLC,,,1941-10-10,L2,L2_page_cite,https://commons.wikimedia.org/wiki/File:NLC416-01jh004281-12557_%E6%B0%91%E4%B8%BB%E5%90%8C%E7%9B%9F%E6%96%87%E7%8D%BB.pdf,国内党政机关与档案馆,press_scan,yes,accepted,,,0,DCL-0017,duplicate,no,PDF第12页正文标题明确为《中国民主政团同盟对时局主张纲领》，题下注明中华民国三十年十月十日；正文延续至PDF第13页。该记录保存十项主张的同期官方汇编页级入口，不能替代1941年原刊或原始印本。
domestic:NLC:minmeng-wenxian-1946-final-war-political-platform,1944-1945,NLC,,,1944-10-10,L2,L2_page_cite,https://commons.wikimedia.org/wiki/File:NLC416-01jh004281-12557_%E6%B0%91%E4%B8%BB%E5%90%8C%E7%9B%9F%E6%96%87%E7%8D%BB.pdf,国内党政机关与档案馆,press_scan,yes,accepted,,,0,DCL-0017,duplicate,no,PDF第22页正文标题明确为《对抗战最后阶段的政治主张》，题下注明中华民国三十三年十月十日；正文连续至PDF第25页，内容包含军队国家化、民主政治、宪政、财政外交和教育等主张。该记录来自1946年民盟总部官方汇编，需与1944年同期报刊或独立印本互校。
domestic:NLC:minmeng-wenxian-1946-situation-declaration-1945-01-15,1944-1945,NLC,,,1945-01-15,L2,L2_page_cite,https://commons.wikimedia.org/wiki/File:NLC416-01jh004281-12557_%E6%B0%91%E4%B8%BB%E5%90%8C%E7%9B%9F%E6%96%87%E7%8D%BB.pdf,国内党政机关与档案馆,press_scan,yes,accepted,,,0,DCL-0017,duplicate,no,PDF第26页正文标题为《时局宣言》，题下注明中华民国三十四年一月十五日；正文连续至PDF第29页，属于民盟总部同期文献汇编中的公开定位。原始发表载体和独立印本仍需追查。
domestic:NLC:minmeng-wenxian-1946-minmeng-platform-1945,1944-1945,NLC,,,1945-10,L2,L2_page_cite,https://commons.wikimedia.org/wiki/File:NLC416-01jh004281-12557_%E6%B0%91%E4%B8%BB%E5%90%8C%E7%9B%9F%E6%96%87%E7%8D%BB.pdf,国内党政机关与档案馆,press_scan,yes,accepted,,,0,DCL-0017,duplicate,no,PDF第48页正文标题明确为《中国民主同盟纲领》，题下注明“民国三十四年十月临时全国代表大会通过”；正文连续至PDF第72页，覆盖政治、经济、教育、妇女等章节。目录页5—6将其列为1945年10月文件，但正文未给出可确认的具体日，故保留月精度。该记录来自1946年官方汇编，不替代1945年临时全国代表大会原始印本。
domestic:NLC:minmeng-wenxian-1946-congress-declaration-1945-10-16,1944-1945,NLC,,,1945-10-16,L2,L2_page_cite,https://commons.wikimedia.org/wiki/File:NLC416-01jh004281-12557_%E6%B0%91%E4%B8%BB%E5%90%8C%E7%9B%9F%E6%96%87%E7%8D%BB.pdf,国内党政机关与档案馆,press_scan,yes,accepted,,,0,DCL-0017,duplicate,no,PDF第73页页首标题明确为《中国民主同盟临时全国代表大会宣言》，题下注明中华民国三十四年十月十六日；正文连续至PDF第78页，PDF第79页起进入下一件1945-12-06昆明惨案文件。该记录来自1946年官方汇编，不替代1945年临时全国代表大会原始印本。
domestic:NLC:guangmingbao-1947-19-article-01,1946-1950,NLC,,,1947-10-28,L1,L1_citation_ready,https://commons.wikimedia.org/wiki/File:NLC404-01J000514-10458_光明報_1947年19期.pdf,国内党政机关与档案馆,press_scan,yes,accepted,,,0,DCL-0024,duplicate,no,目录第1页列出；PDF第2页目视核定题名，PDF第3页已转入另一篇文章。
domestic:NLC:guangmingbao-1947-19-article-02,1946-1950,NLC,,,1947-10-28,L1,L1_citation_ready,https://commons.wikimedia.org/wiki/File:NLC404-01J000514-10458_光明報_1947年19期.pdf,国内党政机关与档案馆,press_scan,yes,accepted,,,0,DCL-0024,duplicate,no,目录第1页列出；PDF第6页目视核定题名，PDF第7页已转入另一篇文章。
domestic:NLC:guangmingbao-1947-19-article-03,1946-1950,NLC,,,1947-10-28,L1,L1_citation_ready,https://commons.wikimedia.org/wiki/File:NLC404-01J000514-10458_光明報_1947年19期.pdf,国内党政机关与档案馆,press_scan,yes,accepted,,,0,DCL-0024,duplicate,no,目录第1页列出；PDF第7页题名起页，第7—9页为连续正文，PDF第10页已转入另一篇文章；PDF第7页可见署名“高天”。
domestic:NLC:guangmingbao-1947-19-article-04,1946-1950,NLC,,,1947-10-28,L1,L1_citation_ready,https://commons.wikimedia.org/wiki/File:NLC404-01J000514-10458_光明報_1947年19期.pdf,国内党政机关与档案馆,press_scan,yes,accepted,,,0,DCL-0024,duplicate,no,目录第1页列出；PDF第10页目视核定题名，PDF第11页已转入另一篇文章。
domestic:NLC:guangmingbao-1947-19-article-05,1946-1950,NLC,,,1947-10-28,L1,L1_citation_ready,https://commons.wikimedia.org/wiki/File:NLC404-01J000514-10458_光明報_1947年19期.pdf,国内党政机关与档案馆,press_scan,yes,accepted,,,0,DCL-0024,duplicate,no,目录第1页列出；PDF第11页题名起页，第11—12页为连续正文，PDF第13页已转入另一篇文章。
domestic:NLC:guangmingbao-1948-1949-v1n1-refute-hu-shi-gaoji,1946-1950,NLC,,,1948-03-01,L1,L1_citation_ready,https://commons.wikimedia.org/wiki/File:NLC404-01J000514-10484_光明報_1948年1卷1期.pdf,国内党政机关与档案馆,press_scan,yes,accepted,,,3,DCL-0013,duplicate,no,PDF第6页页首大题《駁胡適〈國際形勢裏的兩個問題〉》，署高集；第7—8页为连续正文；第9页转入郭沫若近影与另一文，故页界为PDF第6—8页。
domestic:NLC:guangmingbao-1948-1949-v1n12-three-premises-li-xiangfu,1946-1950,NLC,,,1948-08-16,L1,L1_citation_ready,https://commons.wikimedia.org/wiki/File:NLC404-01J000514-10514_光明報_1948年1卷12期.pdf,国内党政机关与档案馆,press_scan,yes,accepted,,,3,DCL-0014,duplicate,no,PDF第3页页首大题《三個前提與五項原則》，署李相符，副题涉及新政协共同施政纲领意见；第4页连续正文；第5页续文末并见本期目录栏（反对美国援蒋扶日、本篇等）。上一文《反對美國援蔣扶日》止于第2页。页界记为PDF第3—5页。
domestic:NLC:guangmingbao-1947-12-si-tan-guo-shi,1946-1950,NLC,,,1947-01-08,L1,L1_citation_ready,https://commons.wikimedia.org/wiki/File:NLC404-01J000514-72818_光明報_1947年12期.pdf,国内党政机关与档案馆,press_scan,yes,accepted,,,3,DCL-0018,duplicate,no,封面目录列陳此生《肆談國事》；PDF第4页右栏大字题名《肆談國事》及署名「陳此生」可辨；第4页起「一、詐風不止國禍難已」，第5页续「二、所謂為政協憲草而參加國大」「三、所謂有武裝的政黨」，第6页可见「四、兩種民主和和平」编号连续。第6页同页起栏另见黄药眠题名，故第6页为两文共用页。第7页无本篇新题名。
domestic:NLC:guangmingbao-1947-12-respond-anti-us-military,1946-1950,NLC,,,1947-01-08,L1,L1_citation_ready,https://commons.wikimedia.org/wiki/File:NLC404-01J000514-72818_光明報_1947年12期.pdf,国内党政机关与档案馆,press_scan,yes,accepted,,,2,DCL-0018,duplicate,no,封面目录列黄药眠《響應反對美軍暴行運動》；PDF第6页大字题名《響應反對美軍暴行運動》及署名「黃藥眠」可辨，正文论美军暴行与响应运动；第7页无新题名、正文连续，页末见「歡迎批評／歡迎定閱」；第8页已转入胡愈之等新题。第6页同页另有陈此生「四、兩種民主和和平」残栏。
domestic:NLC:guangmingbao-1947-12-second-plenum-domestic-situation,1946-1950,NLC,,,1947-01-08,L1,L1_citation_ready,https://commons.wikimedia.org/wiki/File:NLC404-01J000514-72818_光明報_1947年12期.pdf,国内党政机关与档案馆,press_scan,yes,accepted,,,2,DCL-0018,duplicate,no,封面目录列胡愈之《民盟二中全會與國內局勢》；PDF第8页右栏大字题名《民盟二中全會與國內局勢》、署名「胡愈之」并见「轉載」；正文起述民盟二中全会与国内政局。第9页无本篇新题名，正文续论民盟与国内局势；第10页转入王健《訪問沈鈞儒先生》。第8—9页另栏见「民主運動在南洋」等短讯，不并入本条。注：一届二中全会召开于1947年1月，本稿为本期（1947-01-08）转载政论，不作会期日期臆测。
domestic:NLC:guangmingbao-1947-12-interview-shen-junru,1946-1950,NLC,,,1947-01-08,L1,L1_citation_ready,https://commons.wikimedia.org/wiki/File:NLC404-01J000514-72818_光明報_1947年12期.pdf,国内党政机关与档案馆,press_scan,yes,accepted,,,2,DCL-0018,duplicate,no,封面目录列王健《訪問沈鈞儒先生》；PDF第10页大字题名《訪問沈鈞儒先生》及署名「王健」可辨，访谈体例（问「記者」/答「沈」）清楚；第11页右栏续访谈正文，左栏已转入民盟声明；第12页为晨曦新题。
domestic:NLC:guangmingbao-1947-12-qingmo-democracy-two-paths,1946-1950,NLC,,,1947-01-08,L1,L1_citation_ready,https://commons.wikimedia.org/wiki/File:NLC404-01J000514-72818_光明報_1947年12期.pdf,国内党政机关与档案馆,press_scan,yes,accepted,,,2,DCL-0018,duplicate,no,封面目录列晨曦《清末民主運動的兩條路線》；PDF第12页大字题名《清末民主運動的兩條路線》及副题「—民主運動史話之二」、署名「晨曦」可辨；第13页无新题名、史话正文连续；第14页转入黎洪《反對美軍暴行》。
domestic:NLC:guangmingbao-1947-12-oppose-us-atrocities-shanghai,1946-1950,NLC,,,1947-01-08,L1,L1_citation_ready,https://commons.wikimedia.org/wiki/File:NLC404-01J000514-72818_光明報_1947年12期.pdf,国内党政机关与档案馆,press_scan,yes,accepted,,,2,DCL-0018,duplicate,no,封面目录列「反對美軍暴行（上海通訊）」黎洪；PDF第14页右栏大字题名《反對美軍暴行！》、副标「上海通訊」、署名「黎洪」可辨；第14—15页连续报道上海反美暴行运动；第14—15页另栏有「滬民主人士」意见辑，不并入本条。第16页左栏或仍续上海通讯叙事，但同页右栏已见《學生致杜魯門總統書》，本条止于第15页以免与文件混页。
domestic:NLC:guangmingbao-1947-12-shanghai-democrats-on-us-atrocities,1946-1950,NLC,,,1947-01-08,L1,L1_citation_ready,https://commons.wikimedia.org/wiki/File:NLC404-01J000514-72818_光明報_1947年12期.pdf,国内党政机关与档案馆,press_scan,yes,accepted,,,2,DCL-0018,duplicate,no,封面目录列「滬民主人士對美軍暴行意見」；PDF第14页下栏见「滬民主人士」意见辑（李濟深、郭沫若、沈鈞儒等）；第15页下栏续「滬民主人士對美軍暴行意見」题名及馬敘倫、沈志遠、張申府、劉王立明等发言摘录。与黎洪《反對美軍暴行》同页但栏界可分。
domestic:NLC:guangmingbao-1947-issue22-middle-route-again-deng,1946-1950,NLC,,,1947-08-01,L1,L1_citation_ready,https://commons.wikimedia.org/wiki/File%3ANLC404-01J000514-10483_%E5%85%89%E6%98%8E%E5%A0%B1_1947%E5%B9%B422%E6%9C%9F.pdf,国内党政机关与档案馆,press_scan,yes,accepted,,,2,DCL-0003,duplicate,no,封面目錄列出鄧初民《再論中間路線問題》；PDF第4頁右欄大字題名可辨「再論…」與署名「鄧初民」，正文連續至第5頁；第6頁起轉為陸詒《打了一年多以後的結果》。
domestic:NLC:guangmingbao-1947-issue22-one-year-war-result-lu,1946-1950,NLC,,,1947-08-01,L1,L1_citation_ready,https://commons.wikimedia.org/wiki/File%3ANLC404-01J000514-10483_%E5%85%89%E6%98%8E%E5%A0%B1_1947%E5%B9%B422%E6%9C%9F.pdf,国内党政机关与档案馆,press_scan,yes,accepted,,,3,DCL-0003,duplicate,no,封面目錄列出陸詒《打了一年多以後的結果》；PDF第6頁題名與署名「陸詒」可辨；第7–8頁無新篇大題，正文連續；第9頁起進入「鄒李聞陶四先烈紀念特輯」。
domestic:NLC:guangmingbao-1947-issue22-cry-recall-xingzhi-deng,1946-1950,NLC,,,1947-08-01,L1,L1_citation_ready,https://commons.wikimedia.org/wiki/File%3ANLC404-01J000514-10483_%E5%85%89%E6%98%8E%E5%A0%B1_1947%E5%B9%B422%E6%9C%9F.pdf,国内党政机关与档案馆,press_scan,yes,accepted,,,1,DCL-0003,duplicate,no,特輯首頁（PDF第9頁）大字題名「哭憶行知」，副題「兼哭李公樸、聞一多先生」，署名「鄧初民」（封面作「初民」）；右直欄「鄒、李、聞、陶，四先烈紀念特輯」。第10頁起轉張曼筠文。
domestic:NLC:guangmingbao-1947-issue22-gongpu-still-beside-zhang,1946-1950,NLC,,,1947-08-01,L1,L1_citation_ready,https://commons.wikimedia.org/wiki/File%3ANLC404-01J000514-10483_%E5%85%89%E6%98%8E%E5%A0%B1_1947%E5%B9%B422%E6%9C%9F.pdf,国内党政机关与档案馆,press_scan,yes,accepted,,,1,DCL-0003,duplicate,no,PDF第10頁框題可辨「公樸，你還在我的身邊」，署名「張曼筠」；封面目錄作「公樸、我還在你的身邊」。同頁左欄另有「我們要學習」欄題，不併入本條。
domestic:NLC:guangmingbao-1947-issue22-learn-taofen-spirit-hu,1946-1950,NLC,,,1947-08-01,L1,L1_citation_ready,https://commons.wikimedia.org/wiki/File%3ANLC404-01J000514-10483_%E5%85%89%E6%98%8E%E5%A0%B1_1947%E5%B9%B422%E6%9C%9F.pdf,国内党政机关与档案馆,press_scan,yes,accepted,,,1,DCL-0003,duplicate,no,PDF第11頁題名「習韜奮精神」，署名「胡仲持」可辨；封面目錄對應條為「我們要學習韜奮的精神」。正文述生活書店與韜奮。
domestic:NLC:guangmingbao-1947-issue22-patriotic-poet-wen-hong,1946-1950,NLC,,,1947-08-01,L1,L1_citation_ready,https://commons.wikimedia.org/wiki/File%3ANLC404-01J000514-10483_%E5%85%89%E6%98%8E%E5%A0%B1_1947%E5%B9%B422%E6%9C%9F.pdf,国内党政机关与档案馆,press_scan,yes,accepted,,,1,DCL-0003,duplicate,no,PDF第12頁直欄大字題名「愛國詩人聞一多」，署名「洪道」可辨；封面目錄一致。第13頁起轉薩空了文。
domestic:NLC:guangmingbao-1947-issue22-hengshe-tonghua-sa,1946-1950,NLC,,,1947-08-01,L1,L1_citation_ready,https://commons.wikimedia.org/wiki/File%3ANLC404-01J000514-10483_%E5%85%89%E6%98%8E%E5%A0%B1_1947%E5%B9%B422%E6%9C%9F.pdf,国内党政机关与档案馆,press_scan,yes,accepted,,,1,DCL-0003,duplicate,no,PDF第13頁題名「由衡舍桐花談起」，署名「空了」（封面「薩空了」）可辨。第14頁起轉悼念短文欄。
domestic:NLC:guangmingbao-1947-issue22-action-memorial-peng,1946-1950,NLC,,,1947-08-01,L1,L1_citation_ready,https://commons.wikimedia.org/wiki/File%3ANLC404-01J000514-10483_%E5%85%89%E6%98%8E%E5%A0%B1_1947%E5%B9%B422%E6%9C%9F.pdf,国内党政机关与档案馆,press_scan,yes,accepted,,,1,DCL-0003,duplicate,no,PDF第14頁橫題「用行動來紀念鄒李聞陶四先生」，署名「彭澤民」；直欄總題「我們的悼念」。封面目錄一致（「四位先生」與正文「四先生」措辭微異）。
domestic:NLC:guangmingbao-1947-issue22-double-effort-people-shen,1946-1950,NLC,,,1947-08-01,L1,L1_citation_ready,https://commons.wikimedia.org/wiki/File%3ANLC404-01J000514-10483_%E5%85%89%E6%98%8E%E5%A0%B1_1947%E5%B9%B422%E6%9C%9F.pdf,国内党政机关与档案馆,press_scan,yes,accepted,,,1,DCL-0003,duplicate,no,PDF第14頁中欄題名「加倍為人民事業努力」，署名「沈志遠」可辨；封面目錄一致。位於「我們的悼念」欄內。
domestic:NLC:guangmingbao-1947-issue22-wipe-out-killers-li,1946-1950,NLC,,,1947-08-01,L1,L1_citation_ready,https://commons.wikimedia.org/wiki/File%3ANLC404-01J000514-10483_%E5%85%89%E6%98%8E%E5%A0%B1_1947%E5%B9%B422%E6%9C%9F.pdf,国内党政机关与档案馆,press_scan,yes,accepted,,,1,DCL-0003,duplicate,no,PDF第15頁右直題「撲滅殺人的兇手」，副行「以紀念鄒李聞陶四先烈」，署名「李伯球」；封面目錄有對應長題。
domestic:NLC:guangmingbao-1947-issue22-pass-the-test-hu-sheng,1946-1950,NLC,,,1947-08-01,L1,L1_citation_ready,https://commons.wikimedia.org/wiki/File%3ANLC404-01J000514-10483_%E5%85%89%E6%98%8E%E5%A0%B1_1947%E5%B9%B422%E6%9C%9F.pdf,国内党政机关与档案馆,press_scan,yes,accepted,,,1,DCL-0003,duplicate,no,PDF第15頁中欄題名「過關」，署名「胡繩」可辨；封面目錄一致。
domestic:NLC:guangmingbao-1947-issue22-liwen-anniversary-qian,1946-1950,NLC,,,1947-08-01,L1,L1_citation_ready,https://commons.wikimedia.org/wiki/File%3ANLC404-01J000514-10483_%E5%85%89%E6%98%8E%E5%A0%B1_1947%E5%B9%B422%E6%9C%9F.pdf,国内党政机关与档案馆,press_scan,yes,accepted,,,1,DCL-0003,duplicate,no,PDF第15頁題名「李聞週年祭」，署名「千家駒」可辨；封面目錄一致。第16頁起轉陳其瑗等文。
domestic:NLC:guangmingbao-1947-issue22-painful-memorial-chen,1946-1950,NLC,,,1947-08-01,L1,L1_citation_ready,https://commons.wikimedia.org/wiki/File%3ANLC404-01J000514-10483_%E5%85%89%E6%98%8E%E5%A0%B1_1947%E5%B9%B422%E6%9C%9F.pdf,国内党政机关与档案馆,press_scan,yes,accepted,,,1,DCL-0003,duplicate,no,PDF第16頁上欄題「「總動員」聲中／沉痛紀念鄒李聞陶四先生」，署名「陳其瑗」；封面目錄有「「總動員」聲中沉痛紀念」對應。
domestic:NLC:guangmingbao-1947-issue22-mourn-and-spur-song,1946-1950,NLC,,,1947-08-01,L1,L1_citation_ready,https://commons.wikimedia.org/wiki/File%3ANLC404-01J000514-10483_%E5%85%89%E6%98%8E%E5%A0%B1_1947%E5%B9%B422%E6%9C%9F.pdf,国内党政机关与档案馆,press_scan,yes,accepted,,,1,DCL-0003,duplicate,no,PDF第16頁中欄題名「悼念逝者，鞭策自己」，署名「雲彬」（封面「宋雲彬」）可辨。
domestic:NLC:guangmingbao-1947-issue22-dare-not-forget-chen,1946-1950,NLC,,,1947-08-01,L1,L1_citation_ready,https://commons.wikimedia.org/wiki/File%3ANLC404-01J000514-10483_%E5%85%89%E6%98%8E%E5%A0%B1_1947%E5%B9%B422%E6%9C%9F.pdf,国内党政机关与档案馆,press_scan,yes,accepted,,,1,DCL-0003,duplicate,no,PDF第16頁可見題名「不敢忘」，署名「陳此生」。封面目錄未單列此題，據正文頁目視補登。
domestic:NLC:guangmingbao-1947-issue22-dictators-killed-them-ye,1946-1950,NLC,,,1947-08-01,L1,L1_citation_ready,https://commons.wikimedia.org/wiki/File%3ANLC404-01J000514-10483_%E5%85%89%E6%98%8E%E5%A0%B1_1947%E5%B9%B422%E6%9C%9F.pdf,国内党政机关与档案馆,press_scan,yes,accepted,,,1,DCL-0003,duplicate,no,PDF第16頁題名「是獨裁者殺死了他們！」，署名「葉眠」；文末可見「一九四七年七月十五日發自香港」。封面目錄一致。
domestic:NLC:guangmingbao-1947-issue22-gongpu-rest-in-peace-simu,1946-1950,NLC,,,1947-08-01,L1,L1_citation_ready,https://commons.wikimedia.org/wiki/File%3ANLC404-01J000514-10483_%E5%85%89%E6%98%8E%E5%A0%B1_1947%E5%B9%B422%E6%9C%9F.pdf,国内党政机关与档案馆,press_scan,yes,accepted,,,1,DCL-0003,duplicate,no,PDF第17頁大字題名「公樸，安眠吧！」，署名「思慕」可辨；封面目錄一致。文內有「結論」小標，非另篇社論。
domestic:NLC:guangmingbao-1947-issue22-one-falls-thousands-rise-lu,1946-1950,NLC,,,1947-08-01,L1,L1_citation_ready,https://commons.wikimedia.org/wiki/File%3ANLC404-01J000514-10483_%E5%85%89%E6%98%8E%E5%A0%B1_1947%E5%B9%B422%E6%9C%9F.pdf,国内党政机关与档案馆,press_scan,yes,accepted,,,1,DCL-0003,duplicate,no,PDF第17頁題名「一個倒下去千百個起來」，署名「陸詒」；封面目錄一致。文末可見「一九四七·七·十六·於香港」。
domestic:NLC:guangmingbao-1947-issue22-history-essays-shen-gong,1946-1950,NLC,,,1947-08-01,L1,L1_citation_ready,https://commons.wikimedia.org/wiki/File%3ANLC404-01J000514-10483_%E5%85%89%E6%98%8E%E5%A0%B1_1947%E5%B9%B422%E6%9C%9F.pdf,国内党政机关与档案馆,press_scan,yes,accepted,,,1,DCL-0003,duplicate,no,PDF第18頁題名「讀史隨筆」，署名「申公」可辨；封面目錄一致。同頁另有通訊欄。
domestic:NLC:guangmingbao-1947-issue22-shantou-black-terror,1946-1950,NLC,,,1947-08-01,L1,L1_citation_ready,https://commons.wikimedia.org/wiki/File%3ANLC404-01J000514-10483_%E5%85%89%E6%98%8E%E5%A0%B1_1947%E5%B9%B422%E6%9C%9F.pdf,国内党政机关与档案馆,press_scan,yes,accepted,,,1,DCL-0003,duplicate,no,PDF第18頁題名「汕頭的黑色恐怖」，旁注「（汕頭通訊）」，署名「烈風」；封面目錄一致。
