candidate_id,period,repository_code,repository_name,title,document_date,authenticity_level_accepted,evidence_grade,source_url,source_family,source_kind,citation_ready,review_status,catalog_reference,sha256,page_count,cluster_id,cluster_role,needs_ocr,notes
domestic:XHB:xinhuaribao-1946-li-wen-mao-zhu-condolence-1946-07-21,1946-1950,XHB,,,1946-07-21,,L1_needs_review,https://news.xinhuanet.com/zwcp/jsxwh/,公共数字化/学术/海外,press_scan,no,needs_human_review,,,0,,,no,"1946-07-21《新华日报》刊登致李公朴、闻一多家属唁电:致闻一多家属唁电称'一多先生遇害,至深悲悼。先生为民主而奋斗,不屈不挠,可敬可佩。今遇奸人毒手,全国志士,必将继先生遗志,再接再厉,务使民主事业克底于成。'原刊完整 PDF 未直接核验。"
domestic:NLC:observer-1947-3-11-article-government-oppression-minmeng,1946-1950,NLC,,,1947-11-08,,L1_needs_review,https://commons.wikimedia.org/wiki/File%3ANLC404-01J000332-6817_%E8%A7%80%E5%AF%9F_1947%E5%B9%B43%E5%8D%B711%E6%9C%9F.pdf,国内党政机关与档案馆,press_scan,no,needs_human_review,,,1,,,no,"《观察》第3卷第11期（1947-11-08）第1页头条为'我们对于政府压迫民盟的看法'及'周炳琳等四十八人';第3页为声明正文起页(列48人名单),第4页续声明并署'董时进'(民盟成员,后脱离),第5页转入韩德培《人身自由的保障问题》。本期属 1946-11 拒国大事件后民盟被迫解散(1947-11-06)次日出版的同期原刊,作为'我们对于政府压迫民盟的看法'的民盟/学术联合声明。本期作为 1946-11-15 拒国大事件之延续及 1946-07 李闻事件一周年(本期含同期追忆李闻内容)之关联公开原刊。 【2026-07-19页界抽检】正文页图：第3页为大题《我們對於政府壓迫民盟的看法》及联署名单；第4页另起《我對於政府取締民盟的感想》（董時進），不得并入本条页界。原 evidence_locator「第3-4页」已最小改为第3页。"
domestic:SHDPZ:zlc-chapter5-line571-shi-liang-1942-join,1941-1943,SHDPZ,,,2020-10-18,,L3_press_surrogate,,公共数字化/学术/海外,press_scan,no,needs_human_review,,,0,,,no,条目正文：『史良是著名救国会七君子中唯一女性。1942年加入民盟，1945年起任民盟中央委员、常委。民盟总部被迫解散后，她担任民盟华东执行部主任委员，指导并资助民盟华东地区的地下斗争。』提供 1942 年史良加入民盟的关键节点。
domestic:SHDPZ:zlc-characters-line527-shang-ding-1943-join,1941-1943,SHDPZ,,,2020-10-18,,L3_press_surrogate,,公共数字化/学术/海外,press_scan,no,needs_human_review,,,0,,,no,条目正文：『尚丁，本名孙锡纲，江苏丹徒人，1943年参加中国民主同盟，曾任黄炎培秘书，民盟中央委员，民盟上海市委常委、副主委，第六届上海市政协委员，第七届上海市政协常委，中华职教社第五、六届理事。』提供 1943 年尚丁入盟的关键节点与民盟组织线索。
domestic:SHDPZ:zlc-characters-line79-liu-simou-1942-return,1941-1943,SHDPZ,,,2020-10-18,,L3_press_surrogate,,公共数字化/学术/海外,press_scan,no,needs_human_review,,,0,,,no,条目正文：『1938年秋，刘思慕赴香港，在胡愈之等创办的国际新闻社香港分社担任国际问题方面专栏作家，同时为迁港的《世界知识》写稿。1940夏，应邀去印度尼西亚的雅加达担任华侨报纸《天声日报》主笔。1942年春回国后，他先后任《力报》、《广西日报》总主笔，撰写的《敌寇的动向》、《第二战场的谜》等军事论文和国内国际系列战局评述，备受各方关注，在国内名噪一时。』提供 1942 年春刘思慕回国的关键节点（后任民盟上海市支部临工会委员，1950 年因故未到职）。
domestic:SHDPZ:printed-page816-su-yanbin-1943-11-join,1941-1943,SHDPZ,,,2020-07-01,,L3_press_surrogate,,公共数字化/学术/海外,press_scan,no,needs_human_review,,,0,,,no,条目正文：『苏延宾（1909.10—1993.9）……1943 年11 月，参加中国民主同盟。1948 年成立民盟上海执行部，任委员兼秘书主任。解放前夕开展护厂活动。1949 年1 月被上海淞沪警备司令部逮捕，后经营救获释转道香港去北京。』提供 1943-11 苏延宾加入民盟的精确月份节点，及 1948 民盟上海执行部关键人事信息。
domestic:SHDPZ:printed-page840-shang-ding-1943-10-join,1941-1943,SHDPZ,,,2020-07-01,,L3_press_surrogate,,公共数字化/学术/海外,press_scan,no,needs_human_review,,,0,,,no,条目正文：『尚丁（1921.1—2009.9）……1938 年8 月考入军委会战时干部训练团，1939 年5 月毕业。1941 年7 月，参加由郭沫若、田汉领导的铁血剧团。1942 年民治新闻专科学校毕业，参加中华职业教育社，担任《国迅》杂志编辑、《宪政》月刊编辑，1944 年9 月加入中国人民救国会，1945 年任国迅书店经理、民盟机关报《民主报》经理兼社论委员……1943 年10 月加入中国民主同盟。』提供 1943-10 尚丁加入民盟的精确月份节点（资料长编 SHDPZ 写『1943』无月份，印刷厂正文补足至 1943-10）。
domestic:SHDPZ:printed-page820-zhou-gucheng-federation-consultant-1942,1941-1943,SHDPZ,,,2020-07-01,,L3_press_surrogate,,公共数字化/学术/海外,press_scan,no,needs_human_review,,,0,,,no,条目正文：『周谷城（1898.9—1996.11）……1933 年，任暨南大学教授兼历史社会系主任。1942 年后，任复旦大学教授兼历史系主任和教务长。抗战期间创办社会科学讲习所，向沦陷区青年宣传爱国主义思想，被日伪机关监视后遭逮捕。保释后，赴重庆复旦大学任教，被聘为民主政团同盟顾问。』提供 1942 后周谷城被聘为民主政团同盟顾问的关键节点——民盟早期核心顾问层扩展线索。
domestic:MX:cheng-boren-1942-join-northwest-org,1941-1943,MX,,,2024,,L3_press_surrogate,,公共数字化/学术/海外,press_scan,no,needs_human_review,,,0,,,no,条目正文：『成柏仁（1889 年—1958 年），男，汉族，陕西耀县人。1942 年加入民盟。知名报人。1915 年毕业于上海同济医工大学。1942 年起，与杜斌丞、杨明轩等人一起从事民盟西北组织的创建工作。1945 年2 月，任民盟西北总支部执行委员兼宣传部长，同年秋，任民盟西北总支部机关报《秦风·工商日报联合版》报社社长。』提供 1942 民盟入盟时间点 + 1942 民盟西北组织创建的关键史料——**1942 民盟时间点首个直接命中**。
domestic:MX:shang-ding-1943-11-join-mengxian,1941-1943,MX,,,2024,,L3_press_surrogate,,公共数字化/学术/海外,press_scan,no,needs_human_review,,,0,,,no,条目正文：『尚丁（1921 年2 月11 日—2009 年9 月22 日），本名孙锡纲，男，汉族，江苏丹徒人。1943 年11 月加入民盟。著名出版人。1942 年毕业于民治新闻专科学校。抗日战争和解放战争时期，任黄炎培秘书，协助他做中国民主政团同盟的组织协调工作，参与中华职教社发起组织的『宪政座谈会』和『拒检运动』的工作，任《国讯》周刊、《宪政》月刊编辑。1947 年10 月，民盟总部被迫解散，受命任民盟华东区执行部委员、民盟上海市委支部（地下）组织部长。』提供 1943-11 尚丁入盟精确月份（与 SHDPZ 印刷厂正文 1943-10 互证，差 1 月可能是入盟手续跨月完成）。同时确认 1942 尚丁任黄炎培秘书 + 协助政团同盟组织协调 + 任职《国讯》《宪政》编辑——1942 重庆民盟组织活动的关键人物证据。
domestic:MX:ding-cong-1942-chongqing-artist,1941-1943,MX,,,2024,,L3_press_surrogate,,公共数字化/学术/海外,press_scan,no,needs_human_review,,,0,,,no,条目正文：『丁聪（1916 年12 月6 日—2009 年5 月26 日），笔名小丁，男，汉族，上海金山人。1944 年1 月入盟。中国当代著名漫画家。1942 年在桂林、重庆、成都、昆明等地担任《钦差大臣》《正气歌》《北京人》等美术设计，并在重庆举办个人画展。』提供 1942 民盟外围进步文化界活动证据（丁聪本人 1944 入盟，但 1942 在大后方从事抗战美术工作）。
domestic:MX:shang-ding-1942-journalist-secretary,1944-1945,MX,,,2024,,L3_press_surrogate,,公共数字化/学术/海外,press_scan,no,needs_human_review,,,0,,,no,条目正文：『1942 年毕业于民治新闻专科学校。抗日战争和解放战争时期，任黄炎培秘书，协助他做中国民主政团同盟的组织协调工作，参与中华职教社发起组织的『宪政座谈会』和『拒检运动』的工作，任《国讯》周刊、《宪政》月刊编辑。』提供 1942 尚丁任黄炎培秘书 + 协助政团同盟组织协调的关键证据——1942 重庆 民盟组织活动的人事链：尚丁→黄炎培→政团同盟总部。与 SHDPZ 印刷厂正文 1942 民治新闻专科学校毕业互证。
domestic:MX:wang-lingu-1942-art-troupe,1944-1945,MX,,,2024,,L3_press_surrogate,,公共数字化/学术/海外,press_scan,no,needs_human_review,,,0,,,no,条目正文：『王林谷（1919 年11 月3 日—1995 年），男，汉族，浙江宁波人。1946 年12 月加入民盟。中国电影剧作家。1940 年在重庆陶行知创办的育才学校工作。1942 年进入中国艺术剧社，创作了十几万字的长篇小说《疾风》。』提供 1942 重庆进步剧运（陶行知育才学校→中国艺术剧社）的关键人事链。
domestic:MX:lu-jinhua-1942-yueju-troupe,1944-1945,MX,,,2024,,L3_press_surrogate,,公共数字化/学术/海外,press_scan,no,needs_human_review,,,0,,,no,条目正文：『陆锦花（1927 年2 月25 日—2018 年1 月10 日），女，汉族，学名柯纹祺……13 岁进越剧四季班学艺……1942 年入袁雪芬领衔的大来剧场唱二肩小生。1946 年与邢竹琴合作演出。1947 年秋与王文娟合作，成立少壮越剧团任团长。』提供 1942 上海越剧界民盟外围人事链（袁雪芬、陆锦花）。
domestic:RCL:wenliangmo-1942-join-national-anthem,1944-1945,RCL,,,2024,,L3_press_surrogate,,其他,other,no,needs_human_review,,,0,,,no,条目正文：『1932 年毕业于沪江大学社会学系。1942 年加入民盟。积极领导民众传唱国歌凝聚国魂，推动宣传中国人民英勇抗日的事迹。1949 年9 月21 日，第一届中国人民政治协商会议召开，《义勇军进行曲》被确定为中华人民共和国国歌。刘良模对《义勇军进行曲》的广泛传唱，作出巨大贡献。』提供 1942 民盟-直接命中：民盟盟员 + 抗战时期推动国歌传唱。刘良模是 1942 民盟在文化战线的关键人物证据。
domestic:RCL:textile-engineer-1943-12-join,1944-1945,RCL,,,2024,,L3_press_surrogate,,其他,other,no,needs_human_review,,,0,,,no,条目正文：『1943 年12 月加入民盟。参与发起组建中国纺织事业协进会，创立《纺织通报》《染整通报》等刊物，建立纺织图书馆，编撰《英汉纺织辞典》。』提供 1943-12 民盟-直接命中（科技界人士入盟）+ 纺织工业组线索。科技篇条目未注明姓名（资料汇编匿名化或待核全名）。
domestic:RCL:qian-weichang-1942-phd-meng-vice-chairman,1944-1945,RCL,,,2024,,L3_press_surrogate,,其他,other,no,needs_human_review,,,0,,,no,条目正文：『1935 年毕业于清华大学物理系，1942 年获多伦多大学博士学位。1952 年加入民盟。1983 年12 月至1996 年11 月任民盟中央副主席。1992 年12 月至2007 年11 月任民盟中央名誉主席。创办中国第一个力学系。』提供 1942 钱伟长获多伦多大学博士学位的关键时点（已有事件 1942 时间点+人物背景）；钱伟长本人 1952 入盟（晚），但作为民盟中央副主席（1983-1996）和名誉主席，1942 学位年是关键民盟领导人早期经历。
