id,doc_key,title,date_guess,url,hit_type,ingested_candidate_id,volume_title,volume_id,doc_id,doc_number,class_grade,class_score,class_needs_review,class_reason,source_type,source_registry_id,source_title,source_origin_url,source_local_path,sub_count,prov_count
1070,domestic-ocr/NLC:minxian-1944-v1n9-democracy-vs-nondemocracy-article-ocr,《民憲》第一卷第九期〈民主政治與非民主政治〉正文（OCR试点）,1944-11-20,https://commons.wikimedia.org/wiki/File:NLC404-00J001436-85450_%E6%B0%91%E6%86%B2_1944%E2%80%931945%E5%B9%B4%E7%AC%AC%E4%B8%80%E5%8D%B7%E7%AC%AC%E4%B9%9D%E6%9C%9F.pdf,domestic_ocr_pilot,,《民憲》,MMHIST,NLC:minxian-1944-v1n9-democracy-vs-nondemocracy-article-ocr,,,,,,domestic_ocr_pilot,domestic-ocr:NLC:minxian-1944-v1n9-democracy-vs-nondemocracy-article-ocr,《民憲》第一卷第九期〈民主政治與非民主政治〉正文（OCR试点）,https://commons.wikimedia.org/wiki/File:NLC404-00J001436-85450_%E6%B0%91%E6%86%B2_1944%E2%80%931945%E5%B9%B4%E7%AC%AC%E4%B8%80%E5%8D%B7%E7%AC%AC%E4%B9%9D%E6%9C%9F.pdf,data/domestic/press_scans/NLC404-00J001436-85450_民憲_第一卷第九期.pdf,5,0
1071,domestic-ocr/NLC:minxian-1944-v1n1-contents-ocr,《民憲》第一卷第一期目录页（OCR试点）,1944-05-16,https://commons.wikimedia.org/wiki/File:NLC404-00J001436-85442_%E6%B0%91%E6%86%B2_1944%E2%80%931945%E5%B9%B4%E7%AC%AC%E4%B8%80%E5%8D%B7%E7%AC%AC%E4%B8%80%E6%9C%9F.pdf,domestic_ocr_pilot,,《民憲》,MMHIST,NLC:minxian-1944-v1n1-contents-ocr,,,,,,domestic_ocr_pilot,domestic-ocr:NLC:minxian-1944-v1n1-contents-ocr,《民憲》第一卷第一期目录页（OCR试点）,https://commons.wikimedia.org/wiki/File:NLC404-00J001436-85442_%E6%B0%91%E6%86%B2_1944%E2%80%931945%E5%B9%B4%E7%AC%AC%E4%B8%80%E5%8D%B7%E7%AC%AC%E4%B8%80%E6%9C%9F.pdf,data/domestic/press_scans/NLC404-00J001436-85442_民憲_第一卷第一期.pdf,1,0
1072,domestic-ocr/NLC:minxian-1944-v1n6-contents-ocr,《民憲》第一卷第六期目录页（OCR试点）,1944-08-15,https://commons.wikimedia.org/wiki/File:NLC404-00J001436-85447_%E6%B0%91%E6%86%B2_1944%E2%80%931945%E5%B9%B4%E7%AC%AC%E4%B8%80%E5%8D%B7%E7%AC%AC%E5%85%AD%E6%9C%9F.pdf,domestic_ocr_pilot,,《民憲》,MMHIST,NLC:minxian-1944-v1n6-contents-ocr,,,,,,domestic_ocr_pilot,domestic-ocr:NLC:minxian-1944-v1n6-contents-ocr,《民憲》第一卷第六期目录页（OCR试点）,https://commons.wikimedia.org/wiki/File:NLC404-00J001436-85447_%E6%B0%91%E6%86%B2_1944%E2%80%931945%E5%B9%B4%E7%AC%AC%E4%B8%80%E5%8D%B7%E7%AC%AC%E5%85%AD%E6%9C%9F.pdf,data/domestic/press_scans/NLC404-00J001436-85447_民憲_第一卷第六期.pdf,1,0
1073,domestic-ocr/NLC:minxian-1944-v1n1-preface-effort-and-thought-ocr,《民憲》第一卷第一期〈努力與思索〉（代發刊詞）正文试点,1944-05-16,https://commons.wikimedia.org/wiki/File:NLC404-00J001436-85442_%E6%B0%91%E6%86%B2_1944%E2%80%931945%E5%B9%B4%E7%AC%AC%E4%B8%80%E5%8D%B7%E7%AC%AC%E4%B8%80%E6%9C%9F.pdf,domestic_ocr_pilot,,《民憲》,MMHIST,NLC:minxian-1944-v1n1-preface-effort-and-thought-ocr,,,,,,domestic_ocr_pilot,domestic-ocr:NLC:minxian-1944-v1n1-preface-effort-and-thought-ocr,《民憲》第一卷第一期〈努力與思索〉（代發刊詞）正文试点,https://commons.wikimedia.org/wiki/File:NLC404-00J001436-85442_%E6%B0%91%E6%86%B2_1944%E2%80%931945%E5%B9%B4%E7%AC%AC%E4%B8%80%E5%8D%B7%E7%AC%AC%E4%B8%80%E6%9C%9F.pdf,data/domestic/press_scans/NLC404-00J001436-85442_民憲_第一卷第一期.pdf,3,0
1074,domestic-ocr/NLC:minxian-1944-v1n6-democracy-philosophy-upper-ocr,《民憲》第一卷第六期〈民主政治的哲學問題（上）〉正文试点,1944-08-15,https://commons.wikimedia.org/wiki/File:NLC404-00J001436-85447_%E6%B0%91%E6%86%B2_1944%E2%80%931945%E5%B9%B4%E7%AC%AC%E4%B8%80%E5%8D%B7%E7%AC%AC%E5%85%AD%E6%9C%9F.pdf,domestic_ocr_pilot,,《民憲》,MMHIST,NLC:minxian-1944-v1n6-democracy-philosophy-upper-ocr,,,,,,domestic_ocr_pilot,domestic-ocr:NLC:minxian-1944-v1n6-democracy-philosophy-upper-ocr,《民憲》第一卷第六期〈民主政治的哲學問題（上）〉正文试点,https://commons.wikimedia.org/wiki/File:NLC404-00J001436-85447_%E6%B0%91%E6%86%B2_1944%E2%80%931945%E5%B9%B4%E7%AC%AC%E4%B8%80%E5%8D%B7%E7%AC%AC%E5%85%AD%E6%9C%9F.pdf,data/domestic/press_scans/NLC404-00J001436-85447_民憲_第一卷第六期.pdf,4,0
1075,domestic-ocr/NLC:guangmingbao-1946-issue8-conditional-national-assembly-ocr,《光明報》新八號〈論有條件參加國大〉首版（OCR试点）,1946-08,https://commons.wikimedia.org/wiki/File%3ANLC404-01J000514-10429_%E5%85%89%E6%98%8E%E5%A0%B1_1946%E5%B9%B48%E6%9C%9F.pdf,domestic_ocr_pilot,,《光明報》,MMHIST,NLC:guangmingbao-1946-issue8-conditional-national-assembly-ocr,,,,,,domestic_ocr_pilot,domestic-ocr:NLC:guangmingbao-1946-issue8-conditional-national-assembly-ocr,《光明報》新八號〈論有條件參加國大〉首版（OCR试点）,https://commons.wikimedia.org/wiki/File%3ANLC404-01J000514-10429_%E5%85%89%E6%98%8E%E5%A0%B1_1946%E5%B9%B48%E6%9C%9F.pdf,data/domestic/press_scans/NLC404-01J000514-10429_光明報_1946年8期.pdf,1,0
1076,domestic-ocr/NLC:minxian-1944-v1n10-contents-ocr,《民憲》第一卷第十期目录页（OCR试点）,1944-12-20,https://commons.wikimedia.org/wiki/File:NLC404-00J001436-85451_%E6%B0%91%E6%86%B2_1944%E2%80%931945%E5%B9%B4%E7%AC%AC%E4%B8%80%E5%8D%B7%E7%AC%AC%E5%8D%81%E6%9C%9F.pdf,domestic_ocr_pilot,,《民憲》,MMHIST,NLC:minxian-1944-v1n10-contents-ocr,,,,,,domestic_ocr_pilot,domestic-ocr:NLC:minxian-1944-v1n10-contents-ocr,《民憲》第一卷第十期目录页（OCR试点）,https://commons.wikimedia.org/wiki/File:NLC404-00J001436-85451_%E6%B0%91%E6%86%B2_1944%E2%80%931945%E5%B9%B4%E7%AC%AC%E4%B8%80%E5%8D%B7%E7%AC%AC%E5%8D%81%E6%9C%9F.pdf,data/domestic/press_scans/NLC404-00J001436-85451_民憲_第一卷第十期.pdf,1,0
1077,domestic-ocr/NLC:xinhua-daily-1941-10-10-full-ocr,《新华日报》1941年10月10日全版扫描（OCR试点）,1941-10-10,https://commons.wikimedia.org/wiki/File:NLC1080-00N000846-8631_%E6%96%B0%E8%8F%AF%E6%97%A5%E5%A0%B1_1941-10-10.pdf,domestic_ocr_pilot,,《新华日报》,MMHIST,NLC:xinhua-daily-1941-10-10-full-ocr,,,,,,domestic_ocr_pilot,domestic-ocr:NLC:xinhua-daily-1941-10-10-full-ocr,《新华日报》1941年10月10日全版扫描（OCR试点）,https://commons.wikimedia.org/wiki/File:NLC1080-00N000846-8631_%E6%96%B0%E8%8F%AF%E6%97%A5%E5%A0%B1_1941-10-10.pdf,data/domestic/press_scans/NLC1080-00N000846-8631_新华日报_1941-10-10.pdf,6,0
1078,domestic-ocr/NLC:xinhua-daily-1941-10-16-full-ocr,《新华日报》1941年10月16日全版扫描（OCR试点）,1941-10-16,https://commons.wikimedia.org/wiki/File:NLC1080-00N000846-8658_%E6%96%B0%E8%8F%AF%E6%97%A5%E5%A0%B1_1941-10-16.pdf,domestic_ocr_pilot,,《新华日报》,MMHIST,NLC:xinhua-daily-1941-10-16-full-ocr,,,,,,domestic_ocr_pilot,domestic-ocr:NLC:xinhua-daily-1941-10-16-full-ocr,《新华日报》1941年10月16日全版扫描（OCR试点）,https://commons.wikimedia.org/wiki/File:NLC1080-00N000846-8658_%E6%96%B0%E8%8F%AF%E6%97%A5%E5%A0%B1_1941-10-16.pdf,data/domestic/press_scans/NLC1080-00N000846-8658_新华日报_1941-10-16.pdf,2,0
1079,domestic-ocr/NLC:xinhua-daily-1941-10-28-full-ocr,《新华日报》1941年10月28日全版扫描（OCR试点）,1941-10-28,https://commons.wikimedia.org/wiki/File:NLC1080-00N000846-8712_%E6%96%B0%E8%8F%AF%E6%97%A5%E5%A0%B1_1941-10-28.pdf,domestic_ocr_pilot,,《新华日报》,MMHIST,NLC:xinhua-daily-1941-10-28-full-ocr,,,,,,domestic_ocr_pilot,domestic-ocr:NLC:xinhua-daily-1941-10-28-full-ocr,《新华日报》1941年10月28日全版扫描（OCR试点）,https://commons.wikimedia.org/wiki/File:NLC1080-00N000846-8712_%E6%96%B0%E8%8F%AF%E6%97%A5%E5%A0%B1_1941-10-28.pdf,data/domestic/press_scans/NLC1080-00N000846-8712_新华日报_1941-10-28.pdf,2,0
