id,source_type,source_id,title,origin_url,local_path
15,hoover,carsun-chang-papers,Hoover Institution · Carsun Chang Papers (现场调档),https://oac.cdlib.org/findaid/ark:/13030/kt8h4nf468/,/home/zq/work/mingmeng-history-research/data/hoover
16,drnh,DRNH,國史館檔案史料文物查詢系統,https://ahonline.drnh.gov.tw,
17,newspapersg,nlb-newspapersg,NewspaperSG 新加坡中文报刊 OCR,https://eresources.nlb.gov.sg/newspapers/,data/newspapersg
18,domestic_ocr_pilot,domestic-ocr:MMHIST:formation-declaration-1941:ocr-pilot,中国民主政团同盟成立宣言（OCR试点页）,https://www.marxists.org/chinese/pdf/history_of_international/china/mzhtm1.pdf,/Users/cheer/Documents/mm agent/mingmeng-history-research/data/domestic/sourcebooks/中国民主同盟历史文献_1941-1949_公开扫描.pdf
19,domestic_ocr_pilot,domestic-ocr:MMHIST:platform-1945:ocr-pilot,中国民主同盟纲领（OCR试点页）,https://www.marxists.org/chinese/pdf/history_of_international/china/mzhtm1.pdf,/Users/cheer/Documents/mm agent/mingmeng-history-research/data/domestic/sourcebooks/中国民主同盟历史文献_1941-1949_公开扫描.pdf
20,domestic_ocr_pilot,domestic-ocr:MMHIST:political-report-1945:ocr-pilot,中国民主同盟临时全国代表大会政治报告（OCR试点页）,https://www.marxists.org/chinese/pdf/history_of_international/china/mzhtm1.pdf,/Users/cheer/Documents/mm agent/mingmeng-history-research/data/domestic/sourcebooks/中国民主同盟历史文献_1941-1949_公开扫描.pdf
21,domestic_ocr_pilot,domestic-ocr:MMHIST:congress-declaration-1945:ocr-pilot,中国民主同盟临时全国代表大会宣言（OCR试点页）,https://www.marxists.org/chinese/pdf/history_of_international/china/mzhtm1.pdf,/Users/cheer/Documents/mm agent/mingmeng-history-research/data/domestic/sourcebooks/中国民主同盟历史文献_1941-1949_公开扫描.pdf
22,domestic_ocr_pilot,domestic-ocr:NLC:minmeng-wenxian-1946-minmeng-platform-1945:ocr-pilot,中国民主同盟纲领（1946年官方汇编OCR试点）,https://commons.wikimedia.org/wiki/File:NLC416-01jh004281-12557_%E6%B0%91%E4%B8%BB%E5%90%8C%E7%9B%9F%E6%96%87%E7%8D%BB.pdf,/Users/cheer/Documents/mm agent/mingmeng-history-research/data/domestic/sourcebooks/NLC416-01jh004281-12557_民主同盟文獻_1946.pdf
23,domestic_ocr_pilot,domestic-ocr:NLC:minmeng-wenxian-1946-formation-group:ocr-pilot,1941成立文件页组（OCR试点）,https://commons.wikimedia.org/wiki/File:NLC416-01jh004281-12557_%E6%B0%91%E4%B8%BB%E5%90%8C%E7%9B%9F%E6%96%87%E7%8D%BB.pdf,/Users/cheer/Documents/mm agent/mingmeng-history-research/data/domestic/sourcebooks/NLC416-01jh004281-12557_民主同盟文獻_1946.pdf
24,domestic_ocr_pilot,domestic-ocr:NLC:minmeng-wenxian-1946-early-group:ocr-pilot,1944—1945早期文件页组（OCR试点）,https://commons.wikimedia.org/wiki/File:NLC416-01jh004281-12557_%E6%B0%91%E4%B8%BB%E5%90%8C%E7%9B%9F%E6%96%87%E7%8D%BB.pdf,/Users/cheer/Documents/mm agent/mingmeng-history-research/data/domestic/sourcebooks/NLC416-01jh004281-12557_民主同盟文獻_1946.pdf
25,domestic_ocr_pilot,domestic-ocr:NLC:minmeng-wenxian-1946-boundary-group:ocr-pilot,1945政治主张文件页组（上，OCR试点）,https://commons.wikimedia.org/wiki/File:NLC416-01jh004281-12557_%E6%B0%91%E4%B8%BB%E5%90%8C%E7%9B%9F%E6%96%87%E7%8D%BB.pdf,/Users/cheer/Documents/mm agent/mingmeng-history-research/data/domestic/sourcebooks/NLC416-01jh004281-12557_民主同盟文獻_1946.pdf
26,domestic_ocr_pilot,domestic-ocr:NLC:minmeng-wenxian-1946-around-group:ocr-pilot,1945政治主张文件页组（下，OCR试点）,https://commons.wikimedia.org/wiki/File:NLC416-01jh004281-12557_%E6%B0%91%E4%B8%BB%E5%90%8C%E7%9B%9F%E6%96%87%E7%8D%BB.pdf,/Users/cheer/Documents/mm agent/mingmeng-history-research/data/domestic/sourcebooks/NLC416-01jh004281-12557_民主同盟文獻_1946.pdf
27,domestic_ocr_pilot,domestic-ocr:NLC:minmeng-wenxian-1946-target-group:ocr-pilot,1945文件页组（续，OCR试点）,https://commons.wikimedia.org/wiki/File:NLC416-01jh004281-12557_%E6%B0%91%E4%B8%BB%E5%90%8C%E7%9B%9F%E6%96%87%E7%8D%BB.pdf,/Users/cheer/Documents/mm agent/mingmeng-history-research/data/domestic/sourcebooks/NLC416-01jh004281-12557_民主同盟文獻_1946.pdf
28,domestic_ocr_pilot,domestic-ocr:NLC:minmeng-wenxian-1946-late-group:ocr-pilot,1945大会宣言后续页组（日期待核，OCR试点）,https://commons.wikimedia.org/wiki/File:NLC416-01jh004281-12557_%E6%B0%91%E4%B8%BB%E5%90%8C%E7%9B%9F%E6%96%87%E7%8D%BB.pdf,/Users/cheer/Documents/mm agent/mingmeng-history-research/data/domestic/sourcebooks/NLC416-01jh004281-12557_民主同盟文獻_1946.pdf
29,domestic_ocr_pilot,domestic-ocr:NLC:guangmingbao-1947-19-key-pages,《光明報》1947年新十九號关键页（OCR试点）,https://commons.wikimedia.org/wiki/File:NLC404-01J000514-10458_%E5%85%89%E6%98%8E%E5%A0%B1_1947%E5%B9%B419%E6%9C%9F.pdf,/Users/cheer/Documents/mm agent/mingmeng-history-research/data/domestic/press_scans/NLC404-01J000514-10458_光明報_1947年19期.pdf
30,domestic_ocr_pilot,domestic-ocr:NLC:guangmingbao-1947-12-full-ocr,《光明報》1947年新十二號（OCR试点）,https://commons.wikimedia.org/wiki/File:NLC404-01J000514-72818_%E5%85%89%E6%98%8E%E5%A0%B1_1947%E5%B9%B4%E6%96%B0%E5%8D%81%E4%BA%8C%E8%99%9F.pdf,/Users/cheer/Documents/mm agent/mingmeng-history-research/data/domestic/press_scans/NLC404-01J000514-72818_光明報_1947年12期.pdf
31,domestic_ocr_pilot,domestic-ocr:NLC:guangmingbao-1947-13-full-ocr,《光明報》1947年新十三號（OCR试点）,https://commons.wikimedia.org/wiki/File:NLC404-01J000514-10453_%E5%85%89%E6%98%8E%E5%A0%B1_1947%E5%B9%B4%E6%96%B0%E5%8D%81%E4%B8%89%E8%99%9F.pdf,/Users/cheer/Documents/mm agent/mingmeng-history-research/data/domestic/press_scans/NLC404-01J000514-10453_光明報_1947年13期.pdf
32,domestic_ocr_pilot,domestic-ocr:NLC:guangmingbao-1947-14-full-ocr,《光明報》1947年新十四號（OCR试点）,https://commons.wikimedia.org/wiki/File:NLC404-01J000514-10454_%E5%85%89%E6%98%8E%E5%A0%B1_1947%E5%B9%B4%E6%96%B0%E5%8D%81%E5%9B%9B%E8%99%9F.pdf,/Users/cheer/Documents/mm agent/mingmeng-history-research/data/domestic/press_scans/NLC404-01J000514-10454_光明報_1947年14期.pdf
33,domestic_ocr_pilot,domestic-ocr:NLC:guangmingbao-1947-15-full-ocr,《光明報》1947年新十五號（OCR试点）,https://commons.wikimedia.org/wiki/File:NLC404-01J000514-10455_%E5%85%89%E6%98%8E%E5%A0%B1_1947%E5%B9%B4%E6%96%B0%E5%8D%81%E4%BA%94%E8%99%9F.pdf,/Users/cheer/Documents/mm agent/mingmeng-history-research/data/domestic/press_scans/NLC404-01J000514-10455_光明報_1947年15期.pdf
34,domestic_ocr_pilot,domestic-ocr:NLC:guangmingbao-1947-16-17-full-ocr,《光明報》1947年新十六—十七號（OCR试点）,https://commons.wikimedia.org/wiki/File:NLC404-01J000514-10456_%E5%85%89%E6%98%8E%E5%A0%B1_1947%E5%B9%B416%E2%80%9317%E6%9C%9F.pdf,/Users/cheer/Documents/mm agent/mingmeng-history-research/data/domestic/press_scans/NLC404-01J000514-10456_光明報_1947年16–17期.pdf
35,domestic_ocr_pilot,domestic-ocr:NLC:guangmingbao-1947-18-full-ocr,《光明報》1947年新十八號（OCR试点）,https://commons.wikimedia.org/wiki/File:NLC404-01J000514-10457_%E5%85%89%E6%98%8E%E5%A0%B1_1947%E5%B9%B4%E6%96%B0%E5%8D%81%E5%85%AB%E8%99%9F.pdf,/Users/cheer/Documents/mm agent/mingmeng-history-research/data/domestic/press_scans/NLC404-01J000514-10457_光明報_1947年18期.pdf
36,domestic_ocr_pilot,domestic-ocr:NLC:guangmingbao-1948-v1n1-full-ocr,《光明報》1948年第一卷第一期（OCR试点）,https://commons.wikimedia.org/wiki/File:NLC404-01J000514-10484_%E5%85%89%E6%98%8E%E5%A0%B1_1948%E5%B9%B41%E5%8D%B71%E6%9C%9F.pdf,/Users/cheer/Documents/mm agent/mingmeng-history-research/data/domestic/press_scans/NLC404-01J000514-10484_光明報_1948年1卷1期.pdf
37,domestic_ocr_pilot,domestic-ocr:NLC:guangmingbao-1948-v1n12-full-ocr,《光明報》1948年第一卷第十二期（OCR试点）,https://commons.wikimedia.org/wiki/File:NLC404-01J000514-10514_%E5%85%89%E6%98%8E%E5%A0%B1_1948%E5%B9%B41%E5%8D%B712%E6%9C%9F.pdf,/Users/cheer/Documents/mm agent/mingmeng-history-research/data/domestic/press_scans/NLC404-01J000514-10514_光明報_1948年1卷12期.pdf
38,domestic_ocr_pilot,domestic-ocr:NLC:guangmingbao-1949-v2n1-full-ocr,《光明報》1949年第二卷第一期（OCR试点）,https://commons.wikimedia.org/wiki/File:NLC404-01J000514-10515_%E5%85%89%E6%98%8E%E5%A0%B1_1949%E5%B9%B42%E5%8D%B71%E6%9C%9F.pdf,/Users/cheer/Documents/mm agent/mingmeng-history-research/data/domestic/press_scans/NLC404-01J000514-10515_光明報_1949年2卷1期.pdf
39,domestic_ocr_pilot,domestic-ocr:NLC:guangmingbao-1949-v2n12-full-ocr,《光明報》1949年第二卷第十二期（OCR试点）,https://commons.wikimedia.org/wiki/File:NLC404-01J000514-72821_%E5%85%89%E6%98%8E%E5%A0%B1_1949%E5%B9%B42%E5%8D%B712%E6%9C%9F.pdf,/Users/cheer/Documents/mm agent/mingmeng-history-research/data/domestic/press_scans/NLC404-01J000514-72821_光明報_1949年2卷12期.pdf
40,domestic_ocr_pilot,domestic-ocr:NLC:minxian-1944-v1n9-democracy-vs-nondemocracy-article-ocr,《民憲》第一卷第九期〈民主政治與非民主政治〉正文（OCR试点）,https://commons.wikimedia.org/wiki/File:NLC404-00J001436-85450_%E6%B0%91%E6%86%B2_1944%E2%80%931945%E5%B9%B4%E7%AC%AC%E4%B8%80%E5%8D%B7%E7%AC%AC%E4%B9%9D%E6%9C%9F.pdf,/Users/cheer/Documents/mm agent/mingmeng-history-research/data/domestic/press_scans/NLC404-00J001436-85450_民憲_第一卷第九期.pdf
41,domestic_ocr_pilot,domestic-ocr:NLC:minxian-1944-v1n1-contents-ocr,《民憲》第一卷第一期目录页（OCR试点）,https://commons.wikimedia.org/wiki/File:NLC404-00J001436-85442_%E6%B0%91%E6%86%B2_1944%E2%80%931945%E5%B9%B4%E7%AC%AC%E4%B8%80%E5%8D%B7%E7%AC%AC%E4%B8%80%E6%9C%9F.pdf,/Users/cheer/Documents/mm agent/mingmeng-history-research/data/domestic/press_scans/NLC404-00J001436-85442_民憲_第一卷第一期.pdf
42,domestic_ocr_pilot,domestic-ocr:NLC:minxian-1944-v1n6-contents-ocr,《民憲》第一卷第六期目录页（OCR试点）,https://commons.wikimedia.org/wiki/File:NLC404-00J001436-85447_%E6%B0%91%E6%86%B2_1944%E2%80%931945%E5%B9%B4%E7%AC%AC%E4%B8%80%E5%8D%B7%E7%AC%AC%E5%85%AD%E6%9C%9F.pdf,/Users/cheer/Documents/mm agent/mingmeng-history-research/data/domestic/press_scans/NLC404-00J001436-85447_民憲_第一卷第六期.pdf
43,domestic_ocr_pilot,domestic-ocr:NLC:minxian-1944-v1n1-preface-effort-and-thought-ocr,《民憲》第一卷第一期〈努力與思索〉（代發刊詞）正文试点,https://commons.wikimedia.org/wiki/File:NLC404-00J001436-85442_%E6%B0%91%E6%86%B2_1944%E2%80%931945%E5%B9%B4%E7%AC%AC%E4%B8%80%E5%8D%B7%E7%AC%AC%E4%B8%80%E6%9C%9F.pdf,/Users/cheer/Documents/mm agent/mingmeng-history-research/data/domestic/press_scans/NLC404-00J001436-85442_民憲_第一卷第一期.pdf
44,domestic_ocr_pilot,domestic-ocr:NLC:minxian-1944-v1n6-democracy-philosophy-upper-ocr,《民憲》第一卷第六期〈民主政治的哲學問題（上）〉正文试点,https://commons.wikimedia.org/wiki/File:NLC404-00J001436-85447_%E6%B0%91%E6%86%B2_1944%E2%80%931945%E5%B9%B4%E7%AC%AC%E4%B8%80%E5%8D%B7%E7%AC%AC%E5%85%AD%E6%9C%9F.pdf,/Users/cheer/Documents/mm agent/mingmeng-history-research/data/domestic/press_scans/NLC404-00J001436-85447_民憲_第一卷第六期.pdf
45,domestic_ocr_pilot,domestic-ocr:NLC:guangmingbao-1946-issue8-conditional-national-assembly-ocr,《光明報》新八號〈論有條件參加國大〉首版（OCR试点）,https://commons.wikimedia.org/wiki/File%3ANLC404-01J000514-10429_%E5%85%89%E6%98%8E%E5%A0%B1_1946%E5%B9%B48%E6%9C%9F.pdf,/Users/cheer/Documents/mm agent/mingmeng-history-research/data/domestic/press_scans/NLC404-01J000514-10429_光明報_1946年8期.pdf
46,domestic_ocr_pilot,domestic-ocr:NLC:minxian-1944-v1n10-contents-ocr,《民憲》第一卷第十期目录页（OCR试点）,https://commons.wikimedia.org/wiki/File:NLC404-00J001436-85451_%E6%B0%91%E6%86%B2_1944%E2%80%931945%E5%B9%B4%E7%AC%AC%E4%B8%80%E5%8D%B7%E7%AC%AC%E5%8D%81%E6%9C%9F.pdf,/Users/cheer/Documents/mm agent/mingmeng-history-research/data/domestic/press_scans/NLC404-00J001436-85451_民憲_第一卷第十期.pdf
47,domestic_ocr_pilot,domestic-ocr:NLC:xinhua-daily-1941-10-10-full-ocr,《新华日报》1941年10月10日全版扫描（OCR试点）,https://commons.wikimedia.org/wiki/File:NLC1080-00N000846-8631_%E6%96%B0%E8%8F%AF%E6%97%A5%E5%A0%B1_1941-10-10.pdf,/Users/cheer/Documents/mm agent/mingmeng-history-research/data/domestic/press_scans/NLC1080-00N000846-8631_新华日报_1941-10-10.pdf
48,domestic_ocr_pilot,domestic-ocr:NLC:xinhua-daily-1941-10-16-full-ocr,《新华日报》1941年10月16日全版扫描（OCR试点）,https://commons.wikimedia.org/wiki/File:NLC1080-00N000846-8658_%E6%96%B0%E8%8F%AF%E6%97%A5%E5%A0%B1_1941-10-16.pdf,/Users/cheer/Documents/mm agent/mingmeng-history-research/data/domestic/press_scans/NLC1080-00N000846-8658_新华日报_1941-10-16.pdf
49,domestic_ocr_pilot,domestic-ocr:NLC:xinhua-daily-1941-10-28-full-ocr,《新华日报》1941年10月28日全版扫描（OCR试点）,https://commons.wikimedia.org/wiki/File:NLC1080-00N000846-8712_%E6%96%B0%E8%8F%AF%E6%97%A5%E5%A0%B1_1941-10-28.pdf,/Users/cheer/Documents/mm agent/mingmeng-history-research/data/domestic/press_scans/NLC1080-00N000846-8712_新华日报_1941-10-28.pdf
50,domestic_ocr_pilot,domestic-ocr:NLC:minxian-1944-v1n2-contents-ocr,《民憲》第一卷第二期目录页（OCR试点）,https://commons.wikimedia.org/wiki/File:NLC404-00J001436-85443_%E6%B0%91%E6%86%B2_1944%E2%80%931945%E5%B9%B4%E7%AC%AC%E4%B8%80%E5%8D%B7%E7%AC%AC%E4%BA%8C%E6%9C%9F.pdf,/Users/cheer/Documents/mm agent/mingmeng-history-research/data/domestic/press_scans/NLC404-00J001436-85443_民憲_第一卷第二期.pdf
51,domestic_ocr_pilot,domestic-ocr:NLC:minxian-1944-v1n3-contents-ocr,《民憲》第一卷第三期目录页（OCR试点）,https://commons.wikimedia.org/wiki/File:NLC404-00J001436-85444_%E6%B0%91%E6%86%B2_1944%E2%80%931945%E5%B9%B4%E7%AC%AC%E4%B8%80%E5%8D%B7%E7%AC%AC%E4%B8%89%E6%9C%9F.pdf,/Users/cheer/Documents/mm agent/mingmeng-history-research/data/domestic/press_scans/NLC404-00J001436-85444_民憲_第一卷第三期.pdf
52,domestic_ocr_pilot,domestic-ocr:NLC:minxian-1944-v1n4-contents-ocr,《民憲》第一卷第四期目录页（OCR试点）,https://commons.wikimedia.org/wiki/File:NLC404-00J001436-85445_%E6%B0%91%E6%86%B2_1944%E2%80%931945%E5%B9%B4%E7%AC%AC%E4%B8%80%E5%8D%B7%E7%AC%AC%E5%9B%9B%E6%9C%9F.pdf,/Users/cheer/Documents/mm agent/mingmeng-history-research/data/domestic/press_scans/NLC404-00J001436-85445_民憲_第一卷第四期.pdf
53,domestic_ocr_pilot,domestic-ocr:NLC:minxian-1944-v1n5-contents-ocr,《民憲》第一卷第五期目录页（OCR试点）,https://commons.wikimedia.org/wiki/File:NLC404-00J001436-85446_%E6%B0%91%E6%86%B2_1944%E2%80%931945%E5%B9%B4%E7%AC%AC%E4%B8%80%E5%8D%B7%E7%AC%AC%E4%BA%94%E6%9C%9F.pdf,/Users/cheer/Documents/mm agent/mingmeng-history-research/data/domestic/press_scans/NLC404-00J001436-85446_民憲_第一卷第五期.pdf
54,domestic_ocr_pilot,domestic-ocr:NLC:guangmingbao-1946-issue11-anti-one-party-constitution-ocr,《光明報》新十一號〈反對一黨獨裁的憲法！〉正文首页（OCR试点）,https://commons.wikimedia.org/wiki/File:NLC404-01J000514-23806_%E5%85%89%E6%98%8E%E5%A0%B1_1946%E5%B9%B411%E6%9C%9F.pdf,/Users/cheer/Documents/mm agent/mingmeng-history-research/data/domestic/press_scans/NLC404-01J000514-23806_光明報_1946年11期.pdf
55,domestic_ocr_pilot,domestic-ocr:NLC:guangmingbao-1946-issue3-double-ten-task-ocr,《光明報》新三號〈為完成雙十節的歷史任務而奮鬥〉首页（OCR试点）,https://commons.wikimedia.org/wiki/File:NLC404-01J000514-10424_%E5%85%89%E6%98%8E%E5%A0%B1_1946%E5%B9%B43%E6%9C%9F.pdf,/Users/cheer/Documents/mm agent/mingmeng-history-research/data/domestic/press_scans/NLC404-01J000514-10424_光明報_1946年3期.pdf
56,domestic_ocr_pilot,domestic-ocr:NLC:guangmingbao-1946-issue1-front-ocr,《光明報》新一號首版（OCR试点）,https://commons.wikimedia.org/wiki/Special:FilePath/NLC404-01J000514-10834_%E5%85%89%E6%98%8E%E5%A0%B1_1946%E5%B9%B41%E6%9C%9F.pdf,/Users/cheer/Documents/mm agent/mingmeng-history-research/data/domestic/press_scans/NLC404-01J000514-10834_光明報_1946年1期.pdf
57,domestic_ocr_pilot,domestic-ocr:NLC:guangmingbao-1946-issue2-front-ocr,《光明報》新二號首版（OCR试点）,https://commons.wikimedia.org/wiki/Special:FilePath/NLC404-01J000514-10835_%E5%85%89%E6%98%8E%E5%A0%B1_1946%E5%B9%B42%E6%9C%9F.pdf,/Users/cheer/Documents/mm agent/mingmeng-history-research/data/domestic/press_scans/NLC404-01J000514-10835_光明報_1946年2期.pdf
58,domestic_ocr_pilot,domestic-ocr:NLC:guangmingbao-1946-issue4-front-ocr,《光明報》新四號首版（OCR试点）,https://commons.wikimedia.org/wiki/Special:FilePath/NLC404-01J000514-10425_%E5%85%89%E6%98%8E%E5%A0%B1_1946%E5%B9%B44%E6%9C%9F.pdf,/Users/cheer/Documents/mm agent/mingmeng-history-research/data/domestic/press_scans/NLC404-01J000514-10425_光明報_1946年4期.pdf
59,domestic_ocr_pilot,domestic-ocr:NLC:guangmingbao-1946-issue5-front-ocr,《光明報》新五號首版（OCR试点）,https://commons.wikimedia.org/wiki/Special:FilePath/NLC404-01J000514-10426_%E5%85%89%E6%98%8E%E5%A0%B1_1946%E5%B9%B45%E6%9C%9F.pdf,/Users/cheer/Documents/mm agent/mingmeng-history-research/data/domestic/press_scans/NLC404-01J000514-10426_光明報_1946年5期.pdf
60,domestic_ocr_pilot,domestic-ocr:NLC:guangmingbao-1946-issue6-front-ocr,《光明報》新六號首版（OCR试点）,https://commons.wikimedia.org/wiki/Special:FilePath/NLC404-01J000514-10427_%E5%85%89%E6%98%8E%E5%A0%B1_1946%E5%B9%B46%E6%9C%9F.pdf,/Users/cheer/Documents/mm agent/mingmeng-history-research/data/domestic/press_scans/NLC404-01J000514-10427_光明報_1946年6期.pdf
61,domestic_ocr_pilot,domestic-ocr:NLC:guangmingbao-1946-issue7-front-ocr,《光明報》新七號首版（OCR试点）,https://commons.wikimedia.org/wiki/Special:FilePath/NLC404-01J000514-10428_%E5%85%89%E6%98%8E%E5%A0%B1_1946%E5%B9%B47%E6%9C%9F.pdf,/Users/cheer/Documents/mm agent/mingmeng-history-research/data/domestic/press_scans/NLC404-01J000514-10428_光明報_1946年7期.pdf
62,domestic_ocr_pilot,domestic-ocr:NLC:dagangbao-1947-11-04-full-ocr,《大剛報》1947年11月4日全版扫描（OCR试点）,https://commons.wikimedia.org/wiki/File:NLC1080-00N001037-7604_%E5%A4%A7%E5%89%9B%E5%A0%B1_1947%E5%B9%B411%E6%9C%8804%E6%97%A5.pdf,/Users/cheer/Documents/mm agent/mingmeng-history-research/data/domestic/press_scans/NLC1080-00N001037-7604_大剛報_1947年11月04日.pdf
63,domestic_ocr_pilot,domestic-ocr:NLC:dagangbao-1947-11-06-full-ocr,《大剛報》1947年11月6日全版扫描（OCR试点）,https://commons.wikimedia.org/wiki/File:NLC1080-00N001037-7606_%E5%A4%A7%E5%89%9B%E5%A0%B1_1947%E5%B9%B411%E6%9C%8806%E6%97%A5.pdf,/Users/cheer/Documents/mm agent/mingmeng-history-research/data/domestic/press_scans/NLC1080-00N001037-7606_大剛報_1947年11月06日.pdf
64,domestic_ocr_pilot,domestic-ocr:NLC:minxian-1944-v1n7-contents-ocr,《民憲》第一卷第七期目录页（OCR试点）,https://commons.wikimedia.org/wiki/File:NLC404-00J001436-85448_%E6%B0%91%E6%86%B2_1944%E2%80%931945%E5%B9%B4%E7%AC%AC%E4%B8%80%E5%8D%B7%E7%AC%AC%E4%B8%83%E6%9C%9F.pdf,/Users/cheer/Documents/mm agent/mingmeng-history-research/data/domestic/press_scans/NLC404-00J001436-85448_民憲_第一卷第七期.pdf
65,domestic_ocr_pilot,domestic-ocr:NLC:minxian-1944-v1n8-contents-ocr,《民憲》第一卷第八期目录页（OCR试点）,https://commons.wikimedia.org/wiki/File:NLC404-00J001436-85449_%E6%B0%91%E6%86%B2_1944%E2%80%931945%E5%B9%B4%E7%AC%AC%E4%B8%80%E5%8D%B7%E7%AC%AC%E5%85%AB%E6%9C%9F.pdf,/Users/cheer/Documents/mm agent/mingmeng-history-research/data/domestic/press_scans/NLC404-00J001436-85449_民憲_第一卷第八期.pdf
66,domestic_ocr_pilot,domestic-ocr:NLC:minxian-1945-v1n11-contents-ocr,《民憲》第一卷第十一期目录页（OCR试点）,https://commons.wikimedia.org/wiki/File:NLC404-00J001436-85452_%E6%B0%91%E6%86%B2_1944%E2%80%931945%E5%B9%B4%E7%AC%AC%E4%B8%80%E5%8D%B7%E7%AC%AC%E5%8D%81%E4%B8%80%E6%9C%9F.pdf,/Users/cheer/Documents/mm agent/mingmeng-history-research/data/domestic/press_scans/NLC404-00J001436-85452_民憲_第一卷第十一期.pdf
67,domestic_ocr_pilot,domestic-ocr:NLC:minxian-1945-v1n12-contents-ocr,《民憲》第一卷第十二期目录页（OCR试点）,https://commons.wikimedia.org/wiki/File:NLC404-00J001436-85453_%E6%B0%91%E6%86%B2_1944%E2%80%931945%E5%B9%B4%E7%AC%AC%E4%B8%80%E5%8D%B7%E7%AC%AC%E5%8D%81%E4%BA%8C%E6%9C%9F.pdf,/Users/cheer/Documents/mm agent/mingmeng-history-research/data/domestic/press_scans/NLC404-00J001436-85453_民憲_第一卷第十二期.pdf
68,domestic_ocr_pilot,domestic-ocr:NLC:minxian-1945-v2n1-contents-ocr,《民憲》第二卷第一期目录页（OCR试点）,https://commons.wikimedia.org/wiki/File:NLC404-00J001436-85454_%E6%B0%91%E6%86%B2_1944%E2%80%931945%E5%B9%B4%E7%AC%AC%E4%BA%8C%E5%8D%B7%E7%AC%AC%E4%B8%80%E6%9C%9F.pdf,/Users/cheer/Documents/mm agent/mingmeng-history-research/data/domestic/press_scans/NLC404-00J001436-85454_民憲_第二卷第一期.pdf
69,domestic_ocr_pilot,domestic-ocr:NLC:minxian-1945-v2n2-contents-ocr,《民憲》第二卷第二期目录页（OCR试点）,https://commons.wikimedia.org/wiki/File:NLC404-00J001436-85455_%E6%B0%91%E6%86%B2_1944%E2%80%931945%E5%B9%B4%E7%AC%AC%E4%BA%8C%E5%8D%B7%E7%AC%AC%E4%BA%8C%E6%9C%9F.pdf,/Users/cheer/Documents/mm agent/mingmeng-history-research/data/domestic/press_scans/NLC404-00J001436-85455_民憲_第二卷第二期.pdf
