candidate_id,period,repository_code,repository_name,title,document_date,authenticity_level_accepted,evidence_grade,source_url,source_family,source_kind,citation_ready,review_status,catalog_reference,sha256,page_count,cluster_id,cluster_role,needs_ocr,notes
domestic:SAAC:1949-index-c25,1946-1950,SAAC,,,1949-09-24,L1,L1_needs_review,https://www.saac.gov.cn/daj/gqzt/content/05/05_43.html,国内党政机关与档案馆,archive_scan,no,accepted,,,0,,,yes,国家档案局官方具体条目页可访问，题名和形成日期明确，并提供公开图片入口；暂按官方影印/数字替身候选处理。
domestic:SAAC:1949-index-c26,1946-1950,SAAC,,,1949-09-24,L1,L1_needs_review,https://www.saac.gov.cn/daj/gqzt/content/05/05_44.html,国内党政机关与档案馆,archive_scan,no,accepted,,,0,,,yes,国家档案局官方具体条目页可访问，题名和形成日期明确，并提供公开图片入口；暂按官方影印/数字替身候选处理。
domestic:SAAC:1949-index-c27,1946-1950,SAAC,,,1949-09-24,L1,L1_needs_review,https://www.saac.gov.cn/daj/gqzt/content/05/05_45.html,国内党政机关与档案馆,archive_scan,no,accepted,,,0,,,yes,国家档案局官方具体条目页可访问，题名和形成日期明确，并提供公开图片入口；暂按官方影印/数字替身候选处理。
domestic:SAAC:1949-index-c28,1946-1950,SAAC,,,1949-09-24,L1,L1_needs_review,https://www.saac.gov.cn/daj/gqzt/content/05/05_46.html,国内党政机关与档案馆,archive_scan,no,accepted,,,0,,,yes,国家档案局官方具体条目页可访问，题名和形成日期明确，并提供公开图片入口；暂按官方影印/数字替身候选处理。
domestic:SAAC:1949-index-c29,1946-1950,SAAC,,,1949-09-24,L1,L1_needs_review,https://www.saac.gov.cn/daj/gqzt/content/05/05_47.html,国内党政机关与档案馆,archive_scan,no,accepted,,,0,,,yes,国家档案局官方具体条目页可访问，题名和形成日期明确，并提供公开图片入口；暂按官方影印/数字替身候选处理。
domestic:SAAC:1949-index-c30,1946-1950,SAAC,,,1949-09-25,L1,L1_needs_review,https://www.saac.gov.cn/daj/gqzt/content/05/05_48.html,国内党政机关与档案馆,archive_scan,no,accepted,,,0,,,yes,国家档案局官方具体条目页可访问，题名和形成日期明确，并提供公开图片入口；暂按官方影印/数字替身候选处理。
domestic:SAAC:1949-index-c31,1946-1950,SAAC,,,1949-09-25,L1,L1_needs_review,https://www.saac.gov.cn/daj/gqzt/content/05/05_49.html,国内党政机关与档案馆,archive_scan,no,accepted,,,0,,,yes,国家档案局官方具体条目页可访问，题名和形成日期明确，并提供公开图片入口；暂按官方影印/数字替身候选处理。
domestic:SAAC:1949-index-c32,1946-1950,SAAC,,,1949-09-25,L1,L1_needs_review,https://www.saac.gov.cn/daj/gqzt/content/05/05_51.html,国内党政机关与档案馆,archive_scan,no,accepted,,,0,,,yes,国家档案局官方具体条目页可访问，题名和形成日期明确，并提供公开图片入口；暂按官方影印/数字替身候选处理。
domestic:SAAC:1949-item-a01,1946-1950,SAAC,,,1949-09-25,L1,L1_needs_review,https://www.saac.gov.cn/daj/gqzt/content/05/05_52.html,国内党政机关与档案馆,archive_scan,no,accepted,,,0,,,yes,国家档案局官方具体条目页，题名和形成日期明确，并提供公开图片入口；暂按官方影印/数字替身候选处理。
domestic:SAAC:1949-item-a02,1946-1950,SAAC,,,1949-09-25,L1,L1_needs_review,https://www.saac.gov.cn/daj/gqzt/content/05/05_53.html,国内党政机关与档案馆,archive_scan,no,accepted,,,0,,,yes,国家档案局官方具体条目页，题名和形成日期明确，并提供公开图片入口；暂按官方影印/数字替身候选处理。
domestic:SAAC:1949-item-a03,1946-1950,SAAC,,,1949-09-26,L1,L1_needs_review,https://www.saac.gov.cn/daj/gqzt/content/05/05_54.html,国内党政机关与档案馆,archive_scan,no,accepted,,,0,,,yes,国家档案局官方具体条目页，题名和形成日期明确，并提供公开图片入口；暂按官方影印/数字替身候选处理。
domestic:SAAC:1949-item-a04,1946-1950,SAAC,,,1949-09-26,L1,L1_needs_review,https://www.saac.gov.cn/daj/gqzt/content/05/05_55.html,国内党政机关与档案馆,archive_scan,no,accepted,,,0,,,yes,国家档案局官方具体条目页，题名和形成日期明确，并提供公开图片入口；暂按官方影印/数字替身候选处理。
domestic:SAAC:1949-item-a05,1946-1950,SAAC,,,1949-09-26,L1,L1_needs_review,https://www.saac.gov.cn/daj/gqzt/content/05/05_57.html,国内党政机关与档案馆,archive_scan,no,accepted,,,0,,,yes,国家档案局官方具体条目页，题名和形成日期明确，并提供公开图片入口；暂按官方影印/数字替身候选处理。
domestic:SAAC:1949-item-a06,1946-1950,SAAC,,,1949-09-27,L1,L1_needs_review,https://www.saac.gov.cn/daj/gqzt/content/05/05_61.html,国内党政机关与档案馆,archive_scan,no,accepted,,,0,,,yes,国家档案局官方具体条目页，题名和形成日期明确，并提供公开图片入口；暂按官方影印/数字替身候选处理。
domestic:SAAC:1949-item-a07,1946-1950,SAAC,,,1949-09-27,L1,L1_needs_review,https://www.saac.gov.cn/daj/gqzt/content/05/05_62.html,国内党政机关与档案馆,archive_scan,no,accepted,,,0,,,yes,国家档案局官方具体条目页，题名和形成日期明确，并提供公开图片入口；暂按官方影印/数字替身候选处理。
domestic:SAAC:1949-item-a08,1946-1950,SAAC,,,1949-09-27,L1,L1_needs_review,https://www.saac.gov.cn/daj/gqzt/content/05/05_63.html,国内党政机关与档案馆,archive_scan,no,accepted,,,0,,,yes,国家档案局官方具体条目页，题名和形成日期明确，并提供公开图片入口；暂按官方影印/数字替身候选处理。
domestic:SAAC:1949-item-a09,1946-1950,SAAC,,,1949-09-27,L1,L1_needs_review,https://www.saac.gov.cn/daj/gqzt/content/05/05_64.html,国内党政机关与档案馆,archive_scan,no,accepted,,,0,,,yes,国家档案局官方具体条目页，题名和形成日期明确，并提供公开图片入口；暂按官方影印/数字替身候选处理。
domestic:SAAC:1949-item-a10,1946-1950,SAAC,,,1949-09-28,L1,L1_needs_review,https://www.saac.gov.cn/daj/gqzt/content/05/05_66.html,国内党政机关与档案馆,archive_scan,no,accepted,,,0,,,yes,国家档案局官方具体条目页，题名和形成日期明确，并提供公开图片入口；暂按官方影印/数字替身候选处理。
domestic:SAAC:1949-item-a11,1946-1950,SAAC,,,1949-09-29,L1,L1_needs_review,https://www.saac.gov.cn/daj/gqzt/content/05/05_67.html,国内党政机关与档案馆,archive_scan,no,accepted,,,0,,,yes,国家档案局官方具体条目页，题名和形成日期明确，并提供公开图片入口；暂按官方影印/数字替身候选处理。
domestic:SAAC:1949-item-a12,1946-1950,SAAC,,,1949-09-29,L1,L1_needs_review,https://www.saac.gov.cn/daj/gqzt/content/05/05_69.html,国内党政机关与档案馆,archive_scan,no,accepted,,,0,,,yes,国家档案局官方具体条目页，题名和形成日期明确，并提供公开图片入口；暂按官方影印/数字替身候选处理。
domestic:SAAC:1949-item-a13,1946-1950,SAAC,,,1949-09-29,L1,L1_needs_review,https://www.saac.gov.cn/daj/gqzt/content/05/05_70.html,国内党政机关与档案馆,archive_scan,no,accepted,,,0,,,yes,国家档案局官方具体条目页，题名和形成日期明确，并提供公开图片入口；暂按官方影印/数字替身候选处理。
domestic:SAAC:1949-item-a14,1946-1950,SAAC,,,1949-09-29,L1,L1_needs_review,https://www.saac.gov.cn/daj/gqzt/content/05/05_72.html,国内党政机关与档案馆,archive_scan,no,accepted,,,0,,,yes,国家档案局官方具体条目页，题名和形成日期明确，并提供公开图片入口；暂按官方影印/数字替身候选处理。
domestic:SAAC:1949-item-a15,1946-1950,SAAC,,,1949-09-29,L1,L1_needs_review,https://www.saac.gov.cn/daj/gqzt/content/05/05_73.html,国内党政机关与档案馆,archive_scan,no,accepted,,,0,,,yes,国家档案局官方具体条目页，题名和形成日期明确，并提供公开图片入口；暂按官方影印/数字替身候选处理。
domestic:SAAC:1949-item-a16,1946-1950,SAAC,,,1949-09-30,L1,L1_needs_review,https://www.saac.gov.cn/daj/gqzt/content/05/05_75.html,国内党政机关与档案馆,archive_scan,no,accepted,,,0,,,yes,国家档案局官方具体条目页，题名和形成日期明确，并提供公开图片入口；暂按官方影印/数字替身候选处理。
domestic:SAAC:1949-item-a17,1946-1950,SAAC,,,1949-09-30,L1,L1_needs_review,https://www.saac.gov.cn/daj/gqzt/content/05/05_76.html,国内党政机关与档案馆,archive_scan,no,accepted,,,0,,,yes,国家档案局官方具体条目页，题名和形成日期明确，并提供公开图片入口；暂按官方影印/数字替身候选处理。
domestic:WS:democratic-league-declaration-1941,1941-1943,WS,,,1941-10-10,L1,L1_citation_ready,https://zh.wikisource.org/zh-hans/中国民主政团同盟成立宣言,公共数字化/学术/海外,web_transcription,yes,accepted,,,0,,,no,页面标注文献作者为中国民主政团同盟、发表时间为1941年10月10日，并提供全文转录；可作为原文追索线索，不能替代《光明报》原刊影像。
domestic:WS:peace-building-program-1946,1946-1950,WS,,,1946-01-31,L1,L1_citation_ready,https://zh.wikisource.org/zh-hans/和平建国纲领,公共数字化/学术/海外,web_transcription,yes,accepted,,,0,,,no,页面标注1946年1月重庆政治协商会议通过，并提供全文转录；用于旧政协和民盟代表参与议题的原文追索。
